"Competition_Name","Gender","Country","Season_End_Year","Squad","Team_or_Opponent","Rk","MP_Home","W_Home","D_Home","L_Home","GF_Home","GA_Home","GD_Home","Pts_Home","Pts_per_MP_Home","xG_Home","xGA_Home","xGD_Home","xGD_per_90_Home","MP_Away","W_Away","D_Away","L_Away","GF_Away","GA_Away","GD_Away","Pts_Away","Pts_per_MP_Away","xG_Away","xGA_Away","xGD_Away","xGD_per_90_Away"
"Serie B","M","ITA",2023,"Ascoli","team","12","19","6","6","7","20","22","-2","24","1.26","22.8","19.4","+3.4","+0.18","19","6","5","8","20","25","-5","23","1.21","19.5","31.9","-12.4","-0.65"
"Serie B","M","ITA",2023,"Bari","team","3","19","7","9","3","30","19","+11","30","1.58","25.8","17.5","+8.3","+0.44","19","10","5","4","28","18","+10","35","1.84","21.8","23.5","-1.7","-0.09"
"Serie B","M","ITA",2023,"Benevento","team","20","19","4","6","9","16","25","-9","18","0.95","18.6","23.7","-5.1","-0.27","19","3","8","8","17","24","-7","17","0.89","16.0","24.9","-8.9","-0.47"
"Serie B","M","ITA",2023,"Brescia","team","16","19","6","6","7","17","22","-5","24","1.26","15.4","26.2","-10.8","-0.57","19","3","7","9","19","35","-16","16","0.84","19.5","25.0","-5.5","-0.29"
"Serie B","M","ITA",2023,"Cagliari","team","5","19","11","6","2","28","17","+11","39","2.05","26.2","18.3","+7.8","+0.41","19","4","9","6","22","17","+5","21","1.11","28.3","23.9","+4.3","+0.23"
"Serie B","M","ITA",2023,"Cittadella","team","15","19","5","8","6","19","22","-3","23","1.21","23.8","17.9","+5.9","+0.31","19","4","8","7","15","23","-8","20","1.05","16.2","20.2","-4.0","-0.21"
"Serie B","M","ITA",2023,"Como","team","13","19","8","7","4","28","20","+8","31","1.63","28.6","21.5","+7.2","+0.38","19","2","10","7","19","28","-9","16","0.84","20.9","25.5","-4.5","-0.24"
"Serie B","M","ITA",2023,"Cosenza","team","17","19","7","7","5","20","18","+2","28","1.47","20.7","23.2","-2.5","-0.13","19","2","6","11","10","35","-25","12","0.63","12.8","23.0","-10.1","-0.53"
"Serie B","M","ITA",2023,"Frosinone","team","1","19","14","3","2","35","11","+24","45","2.37","29.0","12.7","+16.2","+0.85","19","10","5","4","28","15","+13","35","1.84","22.1","19.9","+2.2","+0.11"
"Serie B","M","ITA",2023,"Genoa","team","2","19","12","6","1","29","10","+19","42","2.21","29.8","11.5","+18.3","+0.96","19","9","5","5","24","18","+6","32","1.68","24.0","23.6","+0.4","+0.02"
"Serie B","M","ITA",2023,"Modena","team","10","19","7","8","4","26","18","+8","29","1.53","22.4","18.3","+4.0","+0.21","19","6","1","12","21","35","-14","19","1.00","21.5","29.7","-8.2","-0.43"
"Serie B","M","ITA",2023,"Palermo","team","9","19","8","8","3","25","17","+8","32","1.68","25.1","21.3","+3.9","+0.20","19","3","8","8","23","32","-9","17","0.89","24.5","24.9","-0.4","-0.02"
"Serie B","M","ITA",2023,"Parma","team","4","19","11","2","6","26","16","+10","35","1.84","26.8","16.9","+9.9","+0.52","19","6","8","5","22","23","-1","26","1.37","23.2","19.1","+4.0","+0.21"
"Serie B","M","ITA",2023,"Perugia","team","18","19","6","6","7","22","26","-4","24","1.26","23.0","18.3","+4.7","+0.25","19","4","3","12","18","26","-8","15","0.79","24.2","24.0","+0.2","+0.01"
"Serie B","M","ITA",2023,"Pisa","team","11","19","7","5","7","27","21","+6","26","1.37","25.1","19.3","+5.8","+0.30","19","4","9","6","21","21","0","21","1.11","17.5","23.0","-5.5","-0.29"
"Serie B","M","ITA",2023,"SPAL","team","19","19","4","7","8","25","27","-2","19","1.00","25.6","25.5","+0.1","0.00","19","4","7","8","16","24","-8","19","1.00","16.3","26.2","-10.0","-0.52"
"Serie B","M","ITA",2023,"Südtirol","team","6","19","6","10","3","21","18","+3","28","1.47","19.5","18.8","+0.7","+0.04","19","8","6","5","17","16","+1","30","1.58","17.3","23.5","-6.1","-0.32"
"Serie B","M","ITA",2023,"Ternana","team","14","19","8","5","6","21","21","0","29","1.53","25.1","23.3","+1.8","+0.09","19","3","5","11","16","31","-15","14","0.74","18.7","29.2","-10.4","-0.55"
"Serie B","M","ITA",2023,"US Reggina","team","7","19","10","2","7","28","22","+6","32","1.68","27.3","22.7","+4.6","+0.24","19","7","2","10","21","23","-2","23","1.21","17.2","19.6","-2.4","-0.13"
"Serie B","M","ITA",2023,"Venezia","team","8","19","7","5","7","29","27","+2","26","1.37","28.0","26.4","+1.6","+0.08","19","6","5","8","22","23","-1","23","1.21","21.2","27.8","-6.6","-0.35"
