"Competition_Name","Gender","Country","Season_End_Year","Squad","Team_or_Opponent","Rk","MP_Home","W_Home","D_Home","L_Home","GF_Home","GA_Home","GD_Home","Pts_Home","Pts_per_MP_Home","xG_Home","xGA_Home","xGD_Home","xGD_per_90_Home","MP_Away","W_Away","D_Away","L_Away","GF_Away","GA_Away","GD_Away","Pts_Away","Pts_per_MP_Away","xG_Away","xGA_Away","xGD_Away","xGD_per_90_Away"
"Fußball-Bundesliga","M","GER",2019,"Augsburg","team","15","17","5","4","8","34","33","+1","19","1.12","25.4","30.3","-4.8","-0.29","17","3","4","10","17","38","-21","13","0.76","19.9","30.9","-10.9","-0.64"
"Fußball-Bundesliga","M","GER",2019,"Bayern Munich","team","1","17","13","3","1","49","14","+35","42","2.47","41.4","11.1","+30.3","+1.78","17","11","3","3","39","18","+21","36","2.12","44.2","16.0","+28.2","+1.66"
"Fußball-Bundesliga","M","GER",2019,"Dortmund","team","2","17","14","2","1","52","25","+27","44","2.59","35.5","20.5","+15.0","+0.89","17","9","5","3","29","19","+10","32","1.88","25.9","19.4","+6.5","+0.38"
"Fußball-Bundesliga","M","GER",2019,"Düsseldorf","team","10","17","9","0","8","27","28","-1","27","1.59","23.6","26.9","-3.3","-0.19","17","4","5","8","22","37","-15","17","1.00","23.5","35.5","-12.0","-0.71"
"Fußball-Bundesliga","M","GER",2019,"Eint Frankfurt","team","7","17","8","4","5","32","21","+11","28","1.65","33.4","22.2","+11.3","+0.66","17","7","5","5","28","27","+1","26","1.53","23.8","28.5","-4.7","-0.28"
"Fußball-Bundesliga","M","GER",2019,"Freiburg","team","13","17","6","7","4","32","27","+5","25","1.47","23.5","28.0","-4.6","-0.27","17","2","5","10","14","34","-20","11","0.65","17.4","33.1","-15.7","-0.92"
"Fußball-Bundesliga","M","GER",2019,"Hannover 96","team","17","17","5","1","11","15","26","-11","16","0.94","19.1","30.2","-11.2","-0.66","17","0","5","12","16","45","-29","5","0.29","18.2","37.6","-19.4","-1.14"
"Fußball-Bundesliga","M","GER",2019,"Hertha BSC","team","11","17","6","6","5","26","27","-1","24","1.41","28.9","27.6","+1.3","+0.08","17","5","4","8","23","30","-7","19","1.12","22.0","33.8","-11.8","-0.69"
"Fußball-Bundesliga","M","GER",2019,"Hoffenheim","team","9","17","7","5","5","28","20","+8","26","1.53","42.0","20.8","+21.2","+1.25","17","6","7","4","42","32","+10","25","1.47","33.8","31.7","+2.1","+0.12"
"Fußball-Bundesliga","M","GER",2019,"Leverkusen","team","4","17","9","2","6","32","25","+7","29","1.71","29.2","18.6","+10.7","+0.63","17","9","2","6","37","27","+10","29","1.71","29.1","25.5","+3.6","+0.21"
"Fußball-Bundesliga","M","GER",2019,"M'Gladbach","team","5","17","9","3","5","31","22","+9","30","1.76","30.6","25.0","+5.6","+0.33","17","7","4","6","24","20","+4","25","1.47","21.6","27.2","-5.6","-0.33"
"Fußball-Bundesliga","M","GER",2019,"Mainz 05","team","12","17","8","5","4","31","22","+9","29","1.71","32.2","25.5","+6.7","+0.40","17","4","2","11","15","35","-20","14","0.82","18.9","33.7","-14.8","-0.87"
"Fußball-Bundesliga","M","GER",2019,"Nürnberg","team","18","17","3","7","7","16","22","-6","16","0.94","20.8","20.7","+0.1","+0.01","17","0","3","14","10","46","-36","3","0.18","14.9","32.2","-17.3","-1.02"
"Fußball-Bundesliga","M","GER",2019,"RB Leipzig","team","3","17","10","6","1","34","9","+25","36","2.12","35.9","16.0","+20.0","+1.17","17","9","3","5","29","20","+9","30","1.76","29.7","24.5","+5.2","+0.31"
"Fußball-Bundesliga","M","GER",2019,"Schalke 04","team","14","17","4","3","10","16","28","-12","15","0.88","24.4","23.1","+1.3","+0.08","17","4","6","7","21","27","-6","18","1.06","21.2","27.0","-5.8","-0.34"
"Fußball-Bundesliga","M","GER",2019,"Stuttgart","team","16","17","6","4","7","22","27","-5","22","1.29","22.7","26.2","-3.5","-0.21","17","1","3","13","10","43","-33","6","0.35","15.3","31.9","-16.6","-0.98"
"Fußball-Bundesliga","M","GER",2019,"Werder Bremen","team","8","17","8","6","3","35","26","+9","30","1.76","27.3","27.1","+0.2","+0.01","17","6","5","6","23","23","0","23","1.35","22.5","29.0","-6.6","-0.39"
"Fußball-Bundesliga","M","GER",2019,"Wolfsburg","team","6","17","8","5","4","36","23","+13","29","1.71","26.4","23.4","+3.0","+0.17","17","8","2","7","26","27","-1","26","1.53","21.2","24.9","-3.7","-0.22"
