"Competition_Name","Gender","Country","Season_End_Year","Squad","Team_or_Opponent","Rk","MP_Home","W_Home","D_Home","L_Home","GF_Home","GA_Home","GD_Home","Pts_Home","Pts_per_MP_Home","xG_Home","xGA_Home","xGD_Home","xGD_per_90_Home","MP_Away","W_Away","D_Away","L_Away","GF_Away","GA_Away","GD_Away","Pts_Away","Pts_per_MP_Away","xG_Away","xGA_Away","xGD_Away","xGD_per_90_Away"
"Spanish Segunda División","M","ESP",2023,"Alavés","team","4","21","13","7","1","28","11","+17","46","2.19","31.3","14.9","+16.4","+0.78","21","6","7","8","19","22","-3","25","1.19","18.7","21.0","-2.3","-0.11"
"Spanish Segunda División","M","ESP",2023,"Albacete","team","6","21","10","7","4","30","19","+11","37","1.76","28.7","18.3","+10.4","+0.49","21","7","9","5","28","28","0","30","1.43","28.0","30.2","-2.2","-0.11"
"Spanish Segunda División","M","ESP",2023,"Burgos","team","11","21","8","8","5","22","19","+3","32","1.52","19.2","22.1","-2.9","-0.14","21","5","7","9","11","16","-5","22","1.05","16.1","23.7","-7.6","-0.36"
"Spanish Segunda División","M","ESP",2023,"CD Mirandés","team","16","21","9","7","5","32","28","+4","34","1.62","26.4","25.1","+1.3","+0.06","21","4","6","11","16","26","-10","18","0.86","14.0","29.6","-15.6","-0.74"
"Spanish Segunda División","M","ESP",2023,"Cartagena","team","9","21","9","4","8","22","25","-3","31","1.48","27.6","21.2","+6.4","+0.30","21","7","6","8","25","24","+1","27","1.29","18.8","30.2","-11.4","-0.54"
"Spanish Segunda División","M","ESP",2023,"Eibar","team","5","21","11","8","2","24","13","+11","41","1.95","27.5","15.0","+12.6","+0.60","21","8","6","7","21","23","-2","30","1.43","22.3","20.6","+1.7","+0.08"
"Spanish Segunda División","M","ESP",2023,"FC Andorra","team","7","21","11","3","7","27","15","+12","36","1.71","27.8","17.6","+10.2","+0.48","21","5","8","8","20","22","-2","23","1.10","22.3","25.0","-2.8","-0.13"
"Spanish Segunda División","M","ESP",2023,"Granada","team","1","21","17","4","0","39","6","+33","55","2.62","31.1","12.7","+18.4","+0.88","21","5","5","11","16","24","-8","20","0.95","21.3","24.1","-2.8","-0.14"
"Spanish Segunda División","M","ESP",2023,"Huesca","team","15","21","9","9","3","23","13","+10","36","1.71","21.9","19.3","+2.6","+0.12","21","2","10","9","13","23","-10","16","0.76","14.1","29.4","-15.3","-0.73"
"Spanish Segunda División","M","ESP",2023,"Ibiza","team","21","21","5","7","9","21","31","-10","22","1.05","22.2","22.8","-0.6","-0.03","21","2","6","13","12","35","-23","12","0.57","13.8","34.5","-20.7","-0.99"
"Spanish Segunda División","M","ESP",2023,"Las Palmas","team","2","21","9","9","3","24","13","+11","36","1.71","30.7","14.0","+16.7","+0.79","21","9","9","3","25","16","+9","36","1.71","20.4","23.8","-3.4","-0.16"
"Spanish Segunda División","M","ESP",2023,"Leganés","team","14","21","10","6","5","23","19","+4","36","1.71","27.7","15.7","+11.9","+0.57","21","4","5","12","14","23","-9","17","0.81","17.6","24.0","-6.3","-0.30"
"Spanish Segunda División","M","ESP",2023,"Levante","team","3","21","11","7","3","25","11","+14","40","1.90","31.4","13.5","+17.9","+0.85","21","7","11","3","21","19","+2","32","1.52","24.6","23.5","+1.1","+0.05"
"Spanish Segunda División","M","ESP",2023,"Lugo","team","22","21","3","10","8","13","19","-6","19","0.90","17.4","27.0","-9.6","-0.46","21","3","3","15","14","38","-24","12","0.57","17.5","35.4","-17.9","-0.85"
"Spanish Segunda División","M","ESP",2023,"Málaga","team","20","21","7","9","5","20","17","+3","30","1.43","23.3","21.4","+1.9","+0.09","21","3","5","13","17","27","-10","14","0.67","15.0","28.9","-13.9","-0.66"
"Spanish Segunda División","M","ESP",2023,"Oviedo","team","8","21","10","5","6","18","15","+3","35","1.67","19.8","17.0","+2.7","+0.13","21","6","6","9","16","20","-4","24","1.14","18.4","24.3","-5.9","-0.28"
"Spanish Segunda División","M","ESP",2023,"Ponferradina","team","19","21","6","7","8","18","24","-6","25","1.19","22.3","22.0","+0.4","+0.02","21","3","10","8","22","29","-7","19","0.90","14.8","30.7","-15.9","-0.75"
"Spanish Segunda División","M","ESP",2023,"Racing Sant","team","12","21","9","6","6","22","16","+6","33","1.57","25.7","21.3","+4.4","+0.21","21","5","6","10","17","24","-7","21","1.00","21.5","23.3","-1.8","-0.09"
"Spanish Segunda División","M","ESP",2023,"Sporting Gijón","team","17","21","8","9","4","28","22","+6","33","1.57","26.7","18.8","+7.9","+0.38","21","3","8","10","15","26","-11","17","0.81","21.3","28.5","-7.2","-0.34"
"Spanish Segunda División","M","ESP",2023,"Tenerife","team","10","21","12","6","3","28","12","+16","42","2.00","32.1","10.6","+21.5","+1.02","21","2","9","10","14","25","-11","15","0.71","17.0","22.7","-5.6","-0.27"
"Spanish Segunda División","M","ESP",2023,"Villarreal B","team","18","21","9","6","6","32","24","+8","33","1.57","33.6","23.6","+10.0","+0.48","21","4","5","12","17","31","-14","17","0.81","16.3","28.3","-12.0","-0.57"
"Spanish Segunda División","M","ESP",2023,"Zaragoza","team","13","21","8","10","3","25","16","+9","34","1.62","26.9","16.0","+10.8","+0.52","21","4","7","10","15","23","-8","19","0.90","16.2","19.5","-3.2","-0.15"
