"Competition_Name","Gender","Country","Season_End_Year","Squad","Team_or_Opponent","Rk","MP_Home","W_Home","D_Home","L_Home","GF_Home","GA_Home","GD_Home","Pts_Home","Pts_per_MP_Home","xG_Home","xGA_Home","xGD_Home","xGD_per_90_Home","MP_Away","W_Away","D_Away","L_Away","GF_Away","GA_Away","GD_Away","Pts_Away","Pts_per_MP_Away","xG_Away","xGA_Away","xGD_Away","xGD_per_90_Away"
"Ligue 1","M","FRA",2022,"Angers","team","14","19","8","2","9","23","23","0","26","1.37","27.6","23.0","+4.6","+0.24","19","2","9","8","21","32","-11","15","0.79","18.9","27.0","-8.2","-0.43"
"Ligue 1","M","FRA",2022,"Bordeaux","team","20","19","3","7","9","25","33","-8","16","0.84","22.8","32.0","-9.2","-0.48","19","3","6","10","27","58","-31","15","0.79","22.1","34.8","-12.7","-0.67"
"Ligue 1","M","FRA",2022,"Brest","team","11","19","7","4","8","28","29","-1","25","1.32","22.6","25.6","-3.0","-0.16","19","6","5","8","21","28","-7","23","1.21","20.8","30.7","-9.9","-0.52"
"Ligue 1","M","FRA",2022,"Clermont Foot","team","17","19","4","6","9","22","33","-11","18","0.95","23.3","24.3","-1.0","-0.05","19","5","3","11","16","36","-20","18","0.95","21.0","28.1","-7.0","-0.37"
"Ligue 1","M","FRA",2022,"Lens","team","7","19","9","7","3","35","20","+15","34","1.79","28.1","19.7","+8.3","+0.44","19","8","4","7","27","28","-1","28","1.47","22.1","22.9","-0.8","-0.04"
"Ligue 1","M","FRA",2022,"Lille","team","10","19","7","8","4","24","22","+2","29","1.53","26.9","18.2","+8.6","+0.45","19","7","5","7","24","26","-2","26","1.37","23.6","21.6","+2.0","+0.10"
"Ligue 1","M","FRA",2022,"Lorient","team","16","19","6","6","7","20","22","-2","24","1.26","23.0","22.8","+0.2","+0.01","19","2","6","11","15","41","-26","12","0.63","18.3","27.7","-9.4","-0.49"
"Ligue 1","M","FRA",2022,"Lyon","team","8","19","11","5","3","42","25","+17","38","2.00","37.1","22.3","+14.8","+0.78","19","6","6","7","24","26","-2","24","1.26","29.9","32.2","-2.4","-0.13"
"Ligue 1","M","FRA",2022,"Marseille","team","2","19","9","5","5","33","22","+11","32","1.68","34.1","20.4","+13.7","+0.72","19","12","3","4","30","16","+14","39","2.05","24.1","18.6","+5.5","+0.29"
"Ligue 1","M","FRA",2022,"Metz","team","19","19","3","7","9","21","31","-10","16","0.84","14.9","26.6","-11.7","-0.62","19","3","6","10","14","38","-24","15","0.79","14.3","35.9","-21.7","-1.14"
"Ligue 1","M","FRA",2022,"Monaco","team","3","19","12","4","3","38","16","+22","40","2.11","31.9","18.1","+13.8","+0.73","19","8","5","6","27","24","+3","29","1.53","27.4","22.2","+5.2","+0.27"
"Ligue 1","M","FRA",2022,"Montpellier","team","13","19","7","5","7","27","26","+1","26","1.37","26.3","20.1","+6.3","+0.33","19","5","2","12","22","35","-13","17","0.89","16.4","37.1","-20.7","-1.09"
"Ligue 1","M","FRA",2022,"Nantes","team","9","19","11","4","4","33","20","+13","37","1.95","28.2","26.5","+1.6","+0.09","19","4","6","9","22","28","-6","18","0.95","17.4","26.2","-8.8","-0.46"
"Ligue 1","M","FRA",2022,"Nice","team","5","19","10","4","5","27","21","+6","34","1.79","30.5","19.6","+10.9","+0.57","19","10","3","6","25","15","+10","33","1.74","25.1","22.9","+2.2","+0.12"
"Ligue 1","M","FRA",2022,"Paris S-G","team","1","19","16","3","0","49","12","+37","51","2.68","40.9","17.5","+23.4","+1.23","19","10","5","4","41","24","+17","35","1.84","35.8","22.2","+13.6","+0.71"
"Ligue 1","M","FRA",2022,"Reims","team","12","19","5","6","8","25","23","+2","21","1.11","19.6","20.5","-0.9","-0.05","19","6","7","6","18","21","-3","25","1.32","18.1","25.9","-7.9","-0.41"
"Ligue 1","M","FRA",2022,"Rennes","team","4","19","14","1","4","50","13","+37","43","2.26","35.6","16.8","+18.8","+0.99","19","6","5","8","32","27","+5","23","1.21","27.1","26.1","+1.0","+0.05"
"Ligue 1","M","FRA",2022,"Saint-Étienne","team","18","19","4","6","9","24","38","-14","18","0.95","23.1","28.7","-5.6","-0.30","19","3","5","11","18","39","-21","14","0.74","15.2","29.5","-14.3","-0.75"
"Ligue 1","M","FRA",2022,"Strasbourg","team","6","19","11","5","3","36","18","+18","38","2.00","30.3","18.9","+11.5","+0.60","19","6","7","6","24","25","-1","25","1.32","25.3","24.7","+0.6","+0.03"
"Ligue 1","M","FRA",2022,"Troyes","team","15","19","5","7","7","19","19","0","22","1.16","21.7","18.7","+3.0","+0.16","19","4","4","11","18","34","-16","16","0.84","17.6","32.1","-14.5","-0.76"
