"Competition_Name","Gender","Country","Season_End_Year","Squad","Team_or_Opponent","Rk","MP_Home","W_Home","D_Home","L_Home","GF_Home","GA_Home","GD_Home","Pts_Home","Pts_per_MP_Home","xG_Home","xGA_Home","xGD_Home","xGD_per_90_Home","MP_Away","W_Away","D_Away","L_Away","GF_Away","GA_Away","GD_Away","Pts_Away","Pts_per_MP_Away","xG_Away","xGA_Away","xGD_Away","xGD_per_90_Away"
"Championnat de France de Football Féminin","F","FRA",2023,"Bordeaux","team","7","11","5","2","4","17","14","+3","17","1.55","13.4","12.0","+1.4","+0.12","11","2","4","5","9","19","-10","10","0.91","7.6","15.2","-7.5","-0.68"
"Championnat de France de Football Féminin","F","FRA",2023,"Dijon","team","10","11","3","1","7","7","24","-17","10","0.91","9.8","19.6","-9.7","-0.89","11","1","2","8","5","29","-24","5","0.45","7.1","21.2","-14.1","-1.29"
"Championnat de France de Football Féminin","F","FRA",2023,"Fleury","team","4","11","6","3","2","27","10","+17","21","1.91","18.0","9.4","+8.6","+0.78","11","5","3","3","22","10","+12","18","1.64","15.6","11.0","+4.5","+0.41"
"Championnat de France de Football Féminin","F","FRA",2023,"Guingamp","team","9","11","4","2","5","12","16","-4","14","1.27","12.6","19.0","-6.4","-0.58","11","3","1","7","8","25","-17","10","0.91","9.9","22.2","-12.3","-1.12"
"Championnat de France de Football Féminin","F","FRA",2023,"Le Havre","team","8","11","4","2","5","16","24","-8","14","1.27","14.3","18.4","-4.1","-0.37","11","3","1","7","15","21","-6","10","0.91","12.0","23.1","-11.2","-1.02"
"Championnat de France de Football Féminin","F","FRA",2023,"Lyon","team","1","11","10","0","1","34","3","+31","30","2.73","32.4","4.3","+28.1","+2.56","11","10","1","0","35","6","+29","31","2.82","32.2","7.2","+25.0","+2.27"
"Championnat de France de Football Féminin","F","FRA",2023,"Montpellier","team","5","11","4","3","4","14","13","+1","15","1.36","15.8","14.8","+1.0","+0.09","11","7","1","3","23","14","+9","22","2.00","16.4","11.8","+4.6","+0.42"
"Championnat de France de Football Féminin","F","FRA",2023,"Paris FC","team","3","11","5","3","3","19","13","+6","18","1.64","20.0","9.3","+10.7","+0.97","11","7","3","1","25","5","+20","24","2.18","17.2","10.6","+6.5","+0.60"
"Championnat de France de Football Féminin","F","FRA",2023,"Paris S-G","team","2","11","8","2","1","19","6","+13","26","2.36","19.1","4.6","+14.5","+1.32","11","9","2","0","26","6","+20","29","2.64","22.2","7.6","+14.6","+1.33"
"Championnat de France de Football Féminin","F","FRA",2023,"Rodez","team","11","11","2","2","7","10","25","-15","8","0.73","12.1","19.1","-6.9","-0.63","11","1","1","9","6","23","-17","4","0.36","9.3","20.4","-11.1","-1.01"
"Championnat de France de Football Féminin","F","FRA",2023,"Soyaux","team","12","11","1","1","9","7","33","-26","4","0.36","9.4","26.4","-17.0","-1.55","11","0","2","9","8","25","-17","2","0.18","6.5","23.2","-16.7","-1.52"
"Championnat de France de Football Féminin","F","FRA",2023,"Stade de Reims","team","6","11","5","1","5","21","20","+1","16","1.45","12.0","16.1","-4.1","-0.37","11","5","1","5","19","20","-1","16","1.45","17.0","15.3","+1.7","+0.15"
