"Competition_Name","Gender","Country","Season_End_Year","Squad","Team_or_Opponent","Rk","MP_Home","W_Home","D_Home","L_Home","GF_Home","GA_Home","GD_Home","Pts_Home","Pts_per_MP_Home","xG_Home","xGA_Home","xGD_Home","xGD_per_90_Home","MP_Away","W_Away","D_Away","L_Away","GF_Away","GA_Away","GD_Away","Pts_Away","Pts_per_MP_Away","xG_Away","xGA_Away","xGD_Away","xGD_per_90_Away"
"FA Women's Super League","F","ENG",2023,"Arsenal","team","3","11","8","1","2","24","8","+16","25","2.27","22.1","8.5","+13.6","+1.24","11","7","1","3","25","8","+17","22","2.00","20.6","9.1","+11.5","+1.04"
"FA Women's Super League","F","ENG",2023,"Aston Villa","team","5","11","4","2","5","22","22","0","14","1.27","14.3","11.7","+2.6","+0.24","11","7","2","2","25","15","+10","23","2.09","13.6","12.9","+0.7","+0.06"
"FA Women's Super League","F","ENG",2023,"Brighton","team","11","11","3","1","7","12","33","-21","10","0.91","11.1","21.2","-10.1","-0.92","11","1","3","7","14","30","-16","6","0.55","12.3","19.3","-7.0","-0.64"
"FA Women's Super League","F","ENG",2023,"Chelsea","team","1","11","11","0","0","35","6","+29","33","3.00","23.4","7.8","+15.7","+1.42","11","8","1","2","31","9","+22","25","2.27","20.3","10.0","+10.3","+0.94"
"FA Women's Super League","F","ENG",2023,"Everton","team","6","11","5","1","5","15","19","-4","16","1.45","7.4","15.9","-8.5","-0.78","11","4","2","5","14","17","-3","14","1.27","13.1","15.6","-2.5","-0.22"
"FA Women's Super League","F","ENG",2023,"Leicester City","team","10","11","3","1","7","11","22","-11","10","0.91","9.4","16.8","-7.5","-0.68","11","2","0","9","4","26","-22","6","0.55","6.6","17.7","-11.1","-1.01"
"FA Women's Super League","F","ENG",2023,"Liverpool","team","7","11","6","0","5","12","12","0","18","1.64","12.2","10.9","+1.3","+0.12","11","0","5","6","12","27","-15","5","0.45","9.0","18.5","-9.5","-0.86"
"FA Women's Super League","F","ENG",2023,"Manchester City","team","4","11","9","2","0","31","11","+20","29","2.64","26.6","8.5","+18.1","+1.64","11","6","0","5","19","14","+5","18","1.64","21.4","8.7","+12.7","+1.16"
"FA Women's Super League","F","ENG",2023,"Manchester Utd","team","2","11","9","1","1","35","5","+30","28","2.55","21.7","6.1","+15.7","+1.43","11","9","1","1","21","7","+14","28","2.55","13.7","6.9","+6.7","+0.61"
"FA Women's Super League","F","ENG",2023,"Reading","team","12","11","3","2","6","12","23","-11","11","1.00","9.1","18.4","-9.3","-0.84","11","0","0","11","11","34","-23","0","0.00","7.4","23.8","-16.4","-1.49"
"FA Women's Super League","F","ENG",2023,"Tottenham","team","9","11","3","2","6","15","24","-9","11","1.00","10.3","13.5","-3.2","-0.29","11","2","1","8","16","23","-7","7","0.64","9.5","13.3","-3.7","-0.34"
"FA Women's Super League","F","ENG",2023,"West Ham","team","8","11","3","3","5","12","18","-6","12","1.09","8.0","17.9","-9.8","-0.89","11","3","0","8","11","26","-15","9","0.82","9.3","19.8","-10.5","-0.95"
