"Competition_Name","Gender","Country","Season_End_Year","Squad","Team_or_Opponent","Rk","MP_Home","W_Home","D_Home","L_Home","GF_Home","GA_Home","GD_Home","Pts_Home","Pts_per_MP_Home","xG_Home","xGA_Home","xGD_Home","xGD_per_90_Home","MP_Away","W_Away","D_Away","L_Away","GF_Away","GA_Away","GD_Away","Pts_Away","Pts_per_MP_Away","xG_Away","xGA_Away","xGD_Away","xGD_per_90_Away"
"Spanish Segunda División","M","ESP",2019,"Albacete","team","4","21","9","10","2","29","17","+12","37","1.76","27.3","20.8","+6.6","+0.33","21","10","4","7","25","21","+4","34","1.62","19.2","36.7","-17.5","-0.83"
"Spanish Segunda División","M","ESP",2019,"Alcorcón","team","14","21","9","6","6","19","14","+5","33","1.57","26.5","21.4","+5.0","+0.24","21","5","4","12","17","28","-11","19","0.90","19.4","25.2","-5.8","-0.29"
"Spanish Segunda División","M","ESP",2019,"Almería","team","10","21","10","8","3","32","15","+17","38","1.81","35.8","20.0","+15.8","+0.75","21","5","7","9","19","24","-5","22","1.05","24.7","30.8","-6.0","-0.30"
"Spanish Segunda División","M","ESP",2019,"Cádiz","team","7","21","9","10","2","30","15","+15","37","1.76","31.6","16.8","+14.8","+0.71","21","7","6","8","23","21","+2","27","1.29","22.0","23.8","-1.8","-0.09"
"Spanish Segunda División","M","ESP",2019,"Córdoba","team","21","21","6","7","8","33","40","-7","25","1.19","23.0","28.9","-5.8","-0.29","21","1","6","14","15","39","-24","9","0.43","18.4","34.0","-15.6","-0.74"
"Spanish Segunda División","M","ESP",2019,"Elche","team","11","21","10","7","4","25","14","+11","37","1.76","26.4","21.5","+4.9","+0.23","21","3","9","9","24","38","-14","18","0.86","24.1","35.8","-11.7","-0.59"
"Spanish Segunda División","M","ESP",2019,"Extremadura","team","13","21","7","4","10","20","25","-5","25","1.19","26.0","23.4","+2.6","+0.13","21","7","7","7","23","22","+1","28","1.33","20.6","30.3","-9.7","-0.46"
"Spanish Segunda División","M","ESP",2019,"Gimnàstic","team","20","21","7","6","8","22","25","-3","27","1.29","25.8","24.4","+1.4","+0.07","21","2","3","16","8","38","-30","9","0.43","15.8","32.8","-17.0","-0.81"
"Spanish Segunda División","M","ESP",2019,"Granada","team","2","21","13","6","2","28","12","+16","45","2.14","27.5","14.8","+12.7","+0.63","21","9","7","5","24","16","+8","34","1.62","19.9","20.6","-0.7","-0.04"
"Spanish Segunda División","M","ESP",2019,"La Coruña","team","6","21","10","8","3","31","14","+17","38","1.81","37.7","15.9","+21.8","+1.04","21","7","9","5","19","18","+1","30","1.43","22.3","21.0","+1.3","+0.06"
"Spanish Segunda División","M","ESP",2019,"Las Palmas","team","12","21","9","9","3","31","17","+14","36","1.71","25.9","20.4","+5.6","+0.26","21","3","9","9","17","33","-16","18","0.86","23.4","32.5","-9.1","-0.46"
"Spanish Segunda División","M","ESP",2019,"Lugo","team","18","21","8","6","7","29","29","0","30","1.43","28.3","26.7","+1.6","+0.08","21","2","11","8","14","22","-8","17","0.81","15.0","30.8","-15.9","-0.76"
"Spanish Segunda División","M","ESP",2019,"Majadahonda","team","19","21","8","6","7","23","23","0","30","1.43","30.3","23.9","+6.4","+0.32","21","4","3","14","23","38","-15","15","0.71","26.7","37.8","-11.0","-0.53"
"Spanish Segunda División","M","ESP",2019,"Mallorca","team","5","21","15","4","2","35","12","+23","49","2.33","34.0","16.1","+17.9","+0.89","21","4","8","9","18","25","-7","20","0.95","23.7","30.4","-6.7","-0.32"
"Spanish Segunda División","M","ESP",2019,"Málaga","team","3","21","12","4","5","28","14","+14","40","1.90","29.3","17.6","+11.6","+0.55","21","9","7","5","23","17","+6","34","1.62","19.6","20.0","-0.4","-0.02"
"Spanish Segunda División","M","ESP",2019,"Numancia","team","17","21","10","5","6","30","21","+9","35","1.67","28.6","21.1","+7.4","+0.37","21","1","11","9","14","29","-15","14","0.67","17.7","28.0","-10.3","-0.49"
"Spanish Segunda División","M","ESP",2019,"Osasuna","team","1","21","19","2","0","34","7","+27","59","2.81","32.8","15.1","+17.7","+0.88","21","7","7","7","25","28","-3","28","1.33","23.5","21.5","+2.0","+0.10"
"Spanish Segunda División","M","ESP",2019,"Oviedo","team","8","21","10","9","2","30","22","+8","39","1.86","26.6","17.8","+8.8","+0.42","21","7","3","11","18","26","-8","24","1.14","20.5","24.3","-3.8","-0.19"
"Spanish Segunda División","M","ESP",2019,"Reus","team","22","21","1","5","15","8","25","-17","8","0.38","10.8","10.8","0.0","0.00","21","4","1","16","8","23","-15","13","0.62","8.4","17.8","-9.4","-0.94"
"Spanish Segunda División","M","ESP",2019,"Sporting Gijón","team","9","21","10","6","5","23","17","+6","36","1.71","30.2","18.8","+11.5","+0.55","21","6","7","8","20","21","-1","25","1.19","17.4","29.0","-11.6","-0.58"
"Spanish Segunda División","M","ESP",2019,"Tenerife","team","16","21","9","8","4","25","21","+4","35","1.67","33.0","23.3","+9.6","+0.46","21","2","9","10","15","29","-14","15","0.71","18.0","32.0","-14.0","-0.70"
"Spanish Segunda División","M","ESP",2019,"Zaragoza","team","15","21","7","7","7","21","21","0","28","1.33","30.4","23.5","+6.9","+0.34","21","6","5","10","28","30","-2","23","1.10","22.6","32.5","-9.9","-0.47"
