"Competition_Name","Gender","Country","Season_End_Year","Squad","Team_or_Opponent","Rk","MP_Home","W_Home","D_Home","L_Home","GF_Home","GA_Home","GD_Home","Pts_Home","Pts_per_MP_Home","xG_Home","xGA_Home","xGD_Home","xGD_per_90_Home","MP_Away","W_Away","D_Away","L_Away","GF_Away","GA_Away","GD_Away","Pts_Away","Pts_per_MP_Away","xG_Away","xGA_Away","xGD_Away","xGD_per_90_Away"
"Ligue 2","M","FRA",2019,"Ajaccio","team","17","19","6","7","6","18","19","-1","25","1.32","21.1","14.0","+7.1","+0.37","19","3","6","10","11","26","-15","15","0.79","13.1","23.9","-10.7","-0.56"
"Ligue 2","M","FRA",2019,"Auxerre","team","15","19","6","6","7","17","15","+2","24","1.26","25.4","20.5","+4.9","+0.26","19","4","5","10","17","21","-4","17","0.89","24.6","22.1","+2.5","+0.13"
"Ligue 2","M","FRA",2019,"Brest","team","2","19","13","4","2","38","16","+22","43","2.26","28.7","16.6","+12.1","+0.64","19","8","7","4","26","19","+7","31","1.63","22.1","23.0","-0.8","-0.04"
"Ligue 2","M","FRA",2019,"Béziers","team","19","19","3","9","7","13","19","-6","18","0.95","18.3","24.0","-5.8","-0.30","19","6","2","11","20","31","-11","20","1.05","15.7","32.0","-16.3","-0.86"
"Ligue 2","M","FRA",2019,"Châteauroux","team","11","19","5","8","6","20","22","-2","23","1.21","20.5","23.7","-3.2","-0.17","19","6","7","6","17","20","-3","25","1.32","19.4","26.4","-7.0","-0.37"
"Ligue 2","M","FRA",2019,"Clermont Foot","team","10","19","5","9","5","22","19","+3","24","1.26","26.4","12.2","+14.2","+0.75","19","6","6","7","22","18","+4","24","1.26","21.0","19.2","+1.8","+0.09"
"Ligue 2","M","FRA",2019,"Gazélec Ajaccio","team","18","19","5","4","10","13","26","-13","19","1.00","20.7","24.9","-4.2","-0.22","19","4","8","7","17","28","-11","20","1.05","16.5","21.9","-5.3","-0.28"
"Ligue 2","M","FRA",2019,"Grenoble","team","9","19","8","5","6","19","18","+1","29","1.53","26.0","18.2","+7.8","+0.41","19","5","6","8","24","29","-5","21","1.11","22.1","24.8","-2.7","-0.14"
"Ligue 2","M","FRA",2019,"Le Havre","team","7","19","8","8","3","32","26","+6","32","1.68","28.3","20.5","+7.9","+0.41","19","5","7","7","13","14","-1","22","1.16","17.9","19.5","-1.6","-0.08"
"Ligue 2","M","FRA",2019,"Lens","team","5","19","11","5","3","30","9","+21","38","2.00","26.7","16.0","+10.7","+0.56","19","7","4","8","19","19","0","25","1.32","22.5","19.0","+3.6","+0.19"
"Ligue 2","M","FRA",2019,"Lorient","team","6","19","8","8","3","25","19","+6","32","1.68","25.2","16.5","+8.7","+0.46","19","9","4","6","26","22","+4","31","1.63","20.2","19.1","+1.1","+0.06"
"Ligue 2","M","FRA",2019,"Metz","team","1","19","13","3","3","34","11","+23","42","2.21","30.3","14.6","+15.7","+0.83","19","11","6","2","26","12","+14","39","2.05","24.2","13.0","+11.2","+0.59"
"Ligue 2","M","FRA",2019,"Nancy","team","14","19","7","2","10","16","22","-6","23","1.21","16.7","21.7","-5.0","-0.26","19","5","4","10","20","28","-8","19","1.00","21.8","24.0","-2.1","-0.11"
"Ligue 2","M","FRA",2019,"Niort","team","12","19","6","9","4","19","17","+2","27","1.42","22.3","20.6","+1.8","+0.09","19","5","5","9","15","24","-9","20","1.05","17.2","24.8","-7.7","-0.40"
"Ligue 2","M","FRA",2019,"Orléans","team","8","19","7","5","7","21","21","0","26","1.37","24.4","20.0","+4.4","+0.23","19","8","2","9","30","32","-2","26","1.37","24.6","32.1","-7.6","-0.40"
"Ligue 2","M","FRA",2019,"Paris FC","team","4","19","10","8","1","22","6","+16","38","2.00","18.9","10.7","+8.1","+0.43","19","7","6","6","14","16","-2","27","1.42","15.7","17.4","-1.7","-0.09"
"Ligue 2","M","FRA",2019,"Red Star","team","20","19","5","2","12","15","33","-18","17","0.89","18.7","27.9","-9.2","-0.48","19","2","7","10","13","25","-12","13","0.68","14.0","28.2","-14.2","-0.75"
"Ligue 2","M","FRA",2019,"Sochaux","team","16","19","7","3","9","16","23","-7","24","1.26","18.2","19.4","-1.2","-0.07","19","4","5","10","11","20","-9","17","0.89","14.5","22.7","-8.2","-0.43"
"Ligue 2","M","FRA",2019,"Troyes","team","3","19","12","1","6","25","15","+10","37","1.95","21.5","18.6","+2.9","+0.15","19","9","7","3","26","13","+13","34","1.79","23.7","21.1","+2.6","+0.14"
"Ligue 2","M","FRA",2019,"Valenciennes","team","13","19","7","4","8","31","32","-1","25","1.32","25.9","24.5","+1.4","+0.07","19","4","6","9","21","29","-8","18","0.95","14.3","30.1","-15.7","-0.83"
