"","league","id","minute","result","X","Y","xG","player","h_a","player_id","situation","season","shotType","match_id","home_team","away_team","home_goals","away_goals","date","player_assisted","lastAction"
"1","La_liga","376531","2","MissedShots",0.885,0.375,0.0941215008497238,"Pedro León","h","2197","OpenPlay","2020","RightFoot","14136","Eibar","Celta Vigo",0,0,"2020-09-12 14:00:00","Sergi Enrich","Pass"
"2","La_liga","376534","13","SavedShot",0.645,0.878000030517578,0.0202204007655382,"Pedro León","h","2197","DirectFreekick","2020","RightFoot","14136","Eibar","Celta Vigo",0,0,"2020-09-12 14:00:00",NA,"Standard"
"3","La_liga","376535","25","MissedShots",0.871999969482422,0.637000007629395,0.0624920018017292,"Edu Expósito","h","5081","OpenPlay","2020","RightFoot","14136","Eibar","Celta Vigo",0,0,"2020-09-12 14:00:00",NA,"None"
"4","La_liga","376536","27","MissedShots",0.94,0.544000015258789,0.0848802998661995,"Kike García","h","5074","OpenPlay","2020","Head","14136","Eibar","Celta Vigo",0,0,"2020-09-12 14:00:00","Pedro León","Aerial"
"5","La_liga","376539","54","BlockedShot",0.784000015258789,0.723000030517578,0.0123567003756762,"Takashi Inui","h","452","SetPiece","2020","RightFoot","14136","Eibar","Celta Vigo",0,0,"2020-09-12 14:00:00",NA,"None"
"6","La_liga","376540","55","MissedShots",0.715999984741211,0.632000007629395,0.00924296956509352,"Pedro Bigas","h","2353","OpenPlay","2020","LeftFoot","14136","Eibar","Celta Vigo",0,0,"2020-09-12 14:00:00",NA,"Aerial"
"7","La_liga","376541","64","MissedShots",0.74,0.44,0.011213400401175,"Edu Expósito","h","5081","OpenPlay","2020","RightFoot","14136","Eibar","Celta Vigo",0,0,"2020-09-12 14:00:00",NA,"Aerial"
"8","La_liga","376542","66","MissedShots",0.88,0.653000030517578,0.0494805984199047,"Damian Kadzior","h","8707","FromCorner","2020","LeftFoot","14136","Eibar","Celta Vigo",0,0,"2020-09-12 14:00:00",NA,"None"
"9","La_liga","376532","9","SavedShot",0.851999969482422,0.648000030517578,0.0599443018436432,"Nolito","a","1732","OpenPlay","2020","LeftFoot","14136","Eibar","Celta Vigo",0,0,"2020-09-12 14:00:00","Lucas Olaza","Pass"
"10","La_liga","376533","10","MissedShots",0.838000030517578,0.639000015258789,0.0373273007571697,"Néstor Araújo","a","6930","FromCorner","2020","LeftFoot","14136","Eibar","Celta Vigo",0,0,"2020-09-12 14:00:00",NA,"None"
"11","La_liga","376537","32","MissedShots",0.895,0.324000015258789,0.277696013450623,"Brais Méndez","a","6227","OpenPlay","2020","LeftFoot","14136","Eibar","Celta Vigo",0,0,"2020-09-12 14:00:00","Joseph Aidoo","Chipped"
"12","La_liga","376538","49","MissedShots",0.925,0.537000007629394,0.345726013183594,"Joseph Aidoo","a","7826","FromCorner","2020","LeftFoot","14136","Eibar","Celta Vigo",0,0,"2020-09-12 14:00:00","Brais Méndez","Cross"
"13","La_liga","376543","69","SavedShot",0.949000015258789,0.256000003814697,0.0409928001463413,"Emre Mor","a","5272","OpenPlay","2020","LeftFoot","14136","Eibar","Celta Vigo",0,0,"2020-09-12 14:00:00","Hugo Mallo","TakeOn"
"14","La_liga","376544","69","SavedShot",0.865999984741211,0.256000003814697,0.0229064002633095,"Hugo Mallo","a","2281","OpenPlay","2020","RightFoot","14136","Eibar","Celta Vigo",0,0,"2020-09-12 14:00:00",NA,"Rebound"
"15","La_liga","376632","15","MissedShots",0.864000015258789,0.7,0.0323982015252113,"Darwin Machís","h","4226","SetPiece","2020","RightFoot","14137","Granada","Athletic Club",2,0,"2020-09-12 16:30:00",NA,"None"
"16","La_liga","376635","48","Goal",0.926999969482422,0.534000015258789,0.404538005590439,"Yangel Herrera","h","7350","OpenPlay","2020","Head","14137","Granada","Athletic Club",2,0,"2020-09-12 16:30:00","Montoro","Aerial"
"17","La_liga","376636","52","MissedShots",0.784000015258789,0.370999984741211,0.0367486998438835,"Yangel Herrera","h","7350","OpenPlay","2020","RightFoot","14137","Granada","Athletic Club",2,0,"2020-09-12 16:30:00","Darwin Machís","Pass"
"18","La_liga","376637","52","Goal",0.810999984741211,0.542999992370605,0.0714586973190308,"Luis Milla","h","8725","OpenPlay","2020","RightFoot","14137","Granada","Athletic Club",2,0,"2020-09-12 16:30:00",NA,"BallRecovery"
"19","La_liga","376630","4","MissedShots",0.906999969482422,0.764000015258789,0.0282793994992971,"Jon Morcillo","a","8727","OpenPlay","2020","LeftFoot","14137","Granada","Athletic Club",2,0,"2020-09-12 16:30:00","Raúl García","Pass"
"20","La_liga","376631","13","MissedShots",0.901999969482422,0.450999984741211,0.128443002700806,"Jon Morcillo","a","8727","OpenPlay","2020","LeftFoot","14137","Granada","Athletic Club",2,0,"2020-09-12 16:30:00","Muniain","Pass"
"21","La_liga","376633","17","MissedShots",0.729000015258789,0.382999992370605,0.0174688994884491,"Raúl García","a","2400","OpenPlay","2020","RightFoot","14137","Granada","Athletic Club",2,0,"2020-09-12 16:30:00","Ander Capa","HeadPass"
"22","La_liga","376634","46","MissedShots",0.914000015258789,0.651999969482422,0.0899681001901627,"Raúl García","a","2400","OpenPlay","2020","LeftFoot","14137","Granada","Athletic Club",2,0,"2020-09-12 16:30:00","Muniain","Pass"
"23","La_liga","376638","60","SavedShot",0.729000015258789,0.402999992370605,0.0111242001876235,"De Marcos","a","2452","SetPiece","2020","RightFoot","14137","Granada","Athletic Club",2,0,"2020-09-12 16:30:00",NA,"None"
"24","La_liga","376639","65","SavedShot",0.919000015258789,0.648000030517578,0.0612892992794514,"Muniain","a","2401","OpenPlay","2020","LeftFoot","14137","Granada","Athletic Club",2,0,"2020-09-12 16:30:00","Dani García","HeadPass"
"25","La_liga","376640","70","MissedShots",0.910999984741211,0.61,0.0418516993522644,"Iñaki Williams","a","2399","OpenPlay","2020","Head","14137","Granada","Athletic Club",2,0,"2020-09-12 16:30:00","Jon Morcillo","Cross"
"26","La_liga","376641","74","ShotOnPost",0.906999969482422,0.485,0.0773025006055832,"Iñaki Williams","a","2399","OpenPlay","2020","RightFoot","14137","Granada","Athletic Club",2,0,"2020-09-12 16:30:00","Jon Morcillo","Cross"
"27","La_liga","376642","90","MissedShots",0.87,0.252999992370605,0.0276095997542143,"Iñaki Williams","a","2399","OpenPlay","2020","RightFoot","14137","Granada","Athletic Club",2,0,"2020-09-12 16:30:00","Unai López","Pass"
"28","La_liga","376673","0","MissedShots",0.786999969482422,0.627000007629395,0.0289280992001295,"José Mari","h","2391","OpenPlay","2020","RightFoot","14138","Cadiz","Osasuna",0,2,"2020-09-12 19:00:00","Jorge Pombo","Pass"
"29","La_liga","376675","13","MissedShots",0.879000015258789,0.632000007629395,0.0668238997459412,"Jorge Pombo","h","8736","OpenPlay","2020","RightFoot","14138","Cadiz","Osasuna",0,2,"2020-09-12 19:00:00","Yann Bodiger","Pass"
"30","La_liga","376676","13","MissedShots",0.926999969482422,0.435999984741211,0.11573900282383,"Salvi Sánchez","h","8735","OpenPlay","2020","RightFoot","14138","Cadiz","Osasuna",0,2,"2020-09-12 19:00:00","Jorge Pombo","Rebound"
"31","La_liga","376677","16","MissedShots",0.944000015258789,0.659000015258789,0.0419105999171734,"Jorge Pombo","h","8736","OpenPlay","2020","RightFoot","14138","Cadiz","Osasuna",0,2,"2020-09-12 19:00:00","Salvi Sánchez","Cross"
"32","La_liga","376679","24","BlockedShot",0.741999969482422,0.781999969482422,0.0150541998445988,"Jorge Pombo","h","8736","OpenPlay","2020","RightFoot","14138","Cadiz","Osasuna",0,2,"2020-09-12 19:00:00","Alfonso Espino","Pass"
"33","La_liga","376681","45","MissedShots",0.959000015258789,0.409000015258789,0.0307305008172989,"Sergio González","h","8734","FromCorner","2020","Head","14138","Cadiz","Osasuna",0,2,"2020-09-12 19:00:00","Salvi Sánchez","Aerial"
"34","La_liga","376684","62","SavedShot",0.721999969482422,0.475999984741211,0.053956400603056,"Isaac Carcelén","h","8731","DirectFreekick","2020","RightFoot","14138","Cadiz","Osasuna",0,2,"2020-09-12 19:00:00",NA,"Standard"
"35","La_liga","376685","71","SavedShot",0.800999984741211,0.449000015258789,0.0412355996668339,"Salvi Sánchez","h","8735","OpenPlay","2020","LeftFoot","14138","Cadiz","Osasuna",0,2,"2020-09-12 19:00:00",NA,"None"
"36","La_liga","376686","72","SavedShot",0.810999984741211,0.659000015258789,0.0289716999977827,"Jorge Pombo","h","8736","OpenPlay","2020","RightFoot","14138","Cadiz","Osasuna",0,2,"2020-09-12 19:00:00","Alfonso Espino","Pass"
"37","La_liga","376687","72","BlockedShot",0.800999984741211,0.715999984741211,0.0231302008032799,"Álex Fernández","h","4177","FromCorner","2020","RightFoot","14138","Cadiz","Osasuna",0,2,"2020-09-12 19:00:00","Jorge Pombo","Pass"
