"","league","id","minute","result","X","Y","xG","player","h_a","player_id","situation","season","shotType","match_id","home_team","away_team","home_goals","away_goals","date","player_assisted","lastAction"
"1","Bundesliga","378393","3","Goal",0.835,0.457999992370605,0.0622969008982182,"Serge Gnabry","h","993","OpenPlay","2020","LeftFoot","14173","Bayern Munich","Schalke 04",8,0,"2020-09-18 18:30:00","Joshua Kimmich","Chipped"
"2","Bundesliga","378394","4","BlockedShot",0.914000015258789,0.565999984741211,0.462338000535965,"Robert Lewandowski","h","227","OpenPlay","2020","RightFoot","14173","Bayern Munich","Schalke 04",8,0,"2020-09-18 18:30:00","Leroy Sané","Pass"
"3","Bundesliga","378395","5","MissedShots",0.901999969482422,0.327999992370605,0.0472377985715866,"Jérôme Boateng","h","220","FromCorner","2020","LeftFoot","14173","Bayern Munich","Schalke 04",8,0,"2020-09-18 18:30:00",NA,"None"
"4","Bundesliga","378396","12","BlockedShot",0.851999969482422,0.395999984741211,0.09444610029459,"Robert Lewandowski","h","227","OpenPlay","2020","RightFoot","14173","Bayern Munich","Schalke 04",8,0,"2020-09-18 18:30:00","Leroy Sané","Pass"
"5","Bundesliga","378398","18","Goal",0.823000030517578,0.47,0.0719761997461319,"Leon Goretzka","h","335","OpenPlay","2020","RightFoot","14173","Bayern Munich","Schalke 04",8,0,"2020-09-18 18:30:00","Thomas Müller","Pass"
"6","Bundesliga","378399","20","MissedShots",0.860999984741211,0.417999992370605,0.120521001517773,"Robert Lewandowski","h","227","OpenPlay","2020","LeftFoot","14173","Bayern Munich","Schalke 04",8,0,"2020-09-18 18:30:00","Leroy Sané","Pass"
"7","Bundesliga","378400","23","SavedShot",0.913000030517578,0.427000007629395,0.524805009365082,"Joshua Kimmich","h","223","OpenPlay","2020","RightFoot","14173","Bayern Munich","Schalke 04",8,0,"2020-09-18 18:30:00","Serge Gnabry","Pass"
"8","Bundesliga","378401","30","Goal",0.885,0.5,0.757776975631714,"Robert Lewandowski","h","227","Penalty","2020","RightFoot","14173","Bayern Munich","Schalke 04",8,0,"2020-09-18 18:30:00",NA,"Standard"
"9","Bundesliga","378402","40","BlockedShot",0.86,0.477999992370605,0.396140992641449,"Leon Goretzka","h","335","SetPiece","2020","RightFoot","14173","Bayern Munich","Schalke 04",8,0,"2020-09-18 18:30:00","Serge Gnabry","Pass"
"10","Bundesliga","378403","40","ShotOnPost",0.858000030517578,0.370999984741211,0.0484470017254353,"Niklas Süle","h","75","SetPiece","2020","RightFoot","14173","Bayern Munich","Schalke 04",8,0,"2020-09-18 18:30:00",NA,"Rebound"
"11","Bundesliga","378404","42","MissedShots",0.868000030517578,0.663000030517578,0.0715634971857071,"Serge Gnabry","h","993","OpenPlay","2020","LeftFoot","14173","Bayern Munich","Schalke 04",8,0,"2020-09-18 18:30:00","Thomas Müller","BallTouch"
"12","Bundesliga","378405","46","Goal",0.87,0.594000015258789,0.309908986091614,"Serge Gnabry","h","993","OpenPlay","2020","LeftFoot","14173","Bayern Munich","Schalke 04",8,0,"2020-09-18 18:30:00","Leroy Sané","Pass"
"13","Bundesliga","378407","58","Goal",0.904000015258789,0.585,0.36590701341629,"Serge Gnabry","h","993","OpenPlay","2020","RightFoot","14173","Bayern Munich","Schalke 04",8,0,"2020-09-18 18:30:00","Leroy Sané","Pass"
"14","Bundesliga","378408","62","SavedShot",0.891999969482422,0.53,0.494174987077713,"Corentin Tolisso","h","3603","OpenPlay","2020","LeftFoot","14173","Bayern Munich","Schalke 04",8,0,"2020-09-18 18:30:00","Serge Gnabry","Pass"
"15","Bundesliga","378409","62","SavedShot",0.821999969482422,0.337000007629395,0.072776697576046,"Leroy Sané","h","337","OpenPlay","2020","LeftFoot","14173","Bayern Munich","Schalke 04",8,0,"2020-09-18 18:30:00","Joshua Kimmich","Chipped"
"16","Bundesliga","378410","64","BlockedShot",0.855999984741211,0.678000030517578,0.0606977008283138,"Serge Gnabry","h","993","OpenPlay","2020","RightFoot","14173","Bayern Munich","Schalke 04",8,0,"2020-09-18 18:30:00","Corentin Tolisso","Pass"
"17","Bundesliga","378411","67","MissedShots",0.900999984741211,0.552000007629394,0.0572542995214462,"Corentin Tolisso","h","3603","FromCorner","2020","Head","14173","Bayern Munich","Schalke 04",8,0,"2020-09-18 18:30:00","Joshua Kimmich","Cross"
