"Competition_Name","Gender","Country","Season_End_Year","Squad","Team_or_Opponent","Rk","MP_Home","W_Home","D_Home","L_Home","GF_Home","GA_Home","GD_Home","Pts_Home","Pts_per_MP_Home","xG_Home","xGA_Home","xGD_Home","xGD_per_90_Home","MP_Away","W_Away","D_Away","L_Away","GF_Away","GA_Away","GD_Away","Pts_Away","Pts_per_MP_Away","xG_Away","xGA_Away","xGD_Away","xGD_per_90_Away"
"Serie A","F","ITA",2021,"AS Roma","team","5","11","7","3","1","20","9","+11","24","2.18","22.6","10.3","+12.3","+1.11","11","3","4","4","15","16","-1","13","1.18","21.7","14.6","+7.1","+0.65"
"Serie A","F","ITA",2021,"Empoli","team","6","11","6","2","3","27","18","+9","20","1.82","19.0","16.1","+3.0","+0.27","11","3","2","6","20","22","-2","11","1.00","13.4","17.8","-4.4","-0.40"
"Serie A","F","ITA",2021,"Fiorentina","team","4","11","6","0","5","20","14","+6","18","1.64","16.5","14.7","+1.9","+0.17","11","6","2","3","20","16","+4","20","1.82","16.9","10.6","+6.2","+0.57"
"Serie A","F","ITA",2021,"Florentia","team","7","11","6","2","3","13","12","+1","20","1.82","11.8","16.7","-4.9","-0.44","11","3","1","7","12","25","-13","10","0.91","12.4","19.3","-6.8","-0.62"
"Serie A","F","ITA",2021,"Hellas Verona","team","9","11","2","2","7","5","15","-10","8","0.73","7.9","16.3","-8.4","-0.76","11","4","1","6","11","18","-7","13","1.18","10.3","20.2","-9.8","-0.89"
"Serie A","F","ITA",2021,"Internazionale","team","8","11","3","3","5","14","20","-6","12","1.09","15.0","16.7","-1.7","-0.15","11","3","2","6","15","25","-10","11","1.00","14.8","18.2","-3.4","-0.31"
"Serie A","F","ITA",2021,"Juventus","team","1","11","11","0","0","49","6","+43","33","3.00","32.3","8.1","+24.2","+2.20","11","11","0","0","26","4","+22","33","3.00","24.6","6.3","+18.3","+1.66"
"Serie A","F","ITA",2021,"Milan","team","2","11","8","1","2","23","9","+14","25","2.27","23.5","8.1","+15.4","+1.40","11","8","2","1","24","8","+16","26","2.36","20.2","9.7","+10.5","+0.95"
"Serie A","F","ITA",2021,"Napoli","team","10","11","3","3","5","20","19","+1","12","1.09","15.0","17.4","-2.4","-0.22","11","0","3","8","3","17","-14","3","0.27","6.7","18.1","-11.4","-1.04"
"Serie A","F","ITA",2021,"Pink Bari","team","12","11","1","0","10","6","30","-24","3","0.27","6.0","22.1","-16.1","-1.47","11","0","0","11","7","32","-25","0","0.00","6.6","28.8","-22.2","-2.02"
"Serie A","F","ITA",2021,"San Marino","team","11","11","2","1","8","12","28","-16","7","0.64","12.0","21.2","-9.3","-0.84","11","1","2","8","4","30","-26","5","0.45","8.2","24.8","-16.6","-1.51"
"Serie A","F","ITA",2021,"Sassuolo","team","3","11","8","2","1","18","6","+12","26","2.36","19.9","11.3","+8.6","+0.79","11","8","0","3","29","14","+15","24","2.18","23.1","13.1","+10.0","+0.91"
