"Competition_Name","Gender","Country","Season_End_Year","Squad","Team_or_Opponent","Rk","MP_Home","W_Home","D_Home","L_Home","GF_Home","GA_Home","GD_Home","Pts_Home","Pts_per_MP_Home","xG_Home","xGA_Home","xGD_Home","xGD_per_90_Home","MP_Away","W_Away","D_Away","L_Away","GF_Away","GA_Away","GD_Away","Pts_Away","Pts_per_MP_Away","xG_Away","xGA_Away","xGD_Away","xGD_per_90_Away"
"Spanish Segunda División","M","ESP",2022,"Alcorcón","team","22","21","3","7","11","17","34","-17","16","0.76","22.8","25.9","-3.1","-0.15","21","3","4","14","20","37","-17","13","0.62","22.5","34.0","-11.6","-0.55"
"Spanish Segunda División","M","ESP",2022,"Almería","team","1","21","14","4","3","38","15","+23","46","2.19","43.2","17.9","+25.3","+1.21","21","10","5","6","30","20","+10","35","1.67","31.1","23.4","+7.7","+0.37"
"Spanish Segunda División","M","ESP",2022,"Amorebieta","team","19","21","8","8","5","29","25","+4","32","1.52","25.8","23.6","+2.2","+0.10","21","1","8","12","15","38","-23","11","0.52","19.0","34.2","-15.2","-0.73"
"Spanish Segunda División","M","ESP",2022,"Burgos","team","11","21","10","7","4","27","12","+15","37","1.76","27.0","18.6","+8.4","+0.40","21","5","3","13","14","29","-15","18","0.86","17.4","34.9","-17.5","-0.83"
"Spanish Segunda División","M","ESP",2022,"CD Mirandés","team","14","21","12","2","7","43","29","+14","38","1.81","35.7","27.4","+8.4","+0.40","21","3","5","13","15","33","-18","14","0.67","23.4","33.9","-10.5","-0.50"
"Spanish Segunda División","M","ESP",2022,"Cartagena","team","9","21","13","2","6","42","20","+22","41","1.95","36.1","26.4","+9.7","+0.46","21","5","4","12","21","37","-16","19","0.90","23.3","39.5","-16.1","-0.77"
"Spanish Segunda División","M","ESP",2022,"Eibar","team","3","21","14","5","2","35","19","+16","47","2.24","32.4","22.3","+10.1","+0.48","21","9","6","6","26","26","0","33","1.57","30.1","23.5","+6.6","+0.31"
"Spanish Segunda División","M","ESP",2022,"Fuenlabrada","team","21","21","4","10","7","23","26","-3","22","1.05","25.5","32.7","-7.2","-0.34","21","2","5","14","16","39","-23","11","0.52","20.1","36.0","-15.9","-0.76"
"Spanish Segunda División","M","ESP",2022,"Girona","team","6","21","13","3","5","36","16","+20","42","2.00","35.2","21.6","+13.6","+0.65","21","7","5","9","21","26","-5","26","1.24","27.8","27.6","+0.2","+0.01"
"Spanish Segunda División","M","ESP",2022,"Huesca","team","13","21","7","9","5","23","17","+6","30","1.43","27.1","21.2","+5.9","+0.28","21","6","6","9","26","27","-1","24","1.14","26.7","30.8","-4.1","-0.19"
"Spanish Segunda División","M","ESP",2022,"Ibiza","team","15","21","6","10","5","30","25","+5","28","1.33","34.0","29.6","+4.4","+0.21","21","6","6","9","23","34","-11","24","1.14","23.6","33.9","-10.3","-0.49"
"Spanish Segunda División","M","ESP",2022,"Las Palmas","team","4","21","12","5","4","34","23","+11","41","1.95","34.5","22.2","+12.3","+0.59","21","7","8","6","23","24","-1","29","1.38","26.8","26.2","+0.6","+0.03"
"Spanish Segunda División","M","ESP",2022,"Leganés","team","12","21","7","9","5","27","25","+2","30","1.43","27.2","20.6","+6.7","+0.32","21","6","6","9","23","26","-3","24","1.14","21.5","26.2","-4.8","-0.23"
"Spanish Segunda División","M","ESP",2022,"Lugo","team","16","21","9","8","4","22","19","+3","35","1.67","29.0","24.4","+4.6","+0.22","21","1","12","8","24","33","-9","15","0.71","21.8","32.3","-10.4","-0.50"
"Spanish Segunda División","M","ESP",2022,"Málaga","team","18","21","7","7","7","18","24","-6","28","1.33","25.4","25.1","+0.2","+0.01","21","4","5","12","18","33","-15","17","0.81","18.8","30.9","-12.1","-0.58"
"Spanish Segunda División","M","ESP",2022,"Oviedo","team","7","21","11","8","2","38","19","+19","41","1.95","33.5","22.3","+11.2","+0.53","21","6","9","6","19","22","-3","27","1.29","20.2","26.0","-5.8","-0.28"
"Spanish Segunda División","M","ESP",2022,"Ponferradina","team","8","21","10","7","4","37","25","+12","37","1.76","29.1","28.3","+0.8","+0.04","21","7","5","9","20","30","-10","26","1.24","27.3","32.5","-5.2","-0.25"
"Spanish Segunda División","M","ESP",2022,"Real Sociedad B","team","20","21","4","4","13","19","32","-13","16","0.76","24.9","32.9","-8.0","-0.38","21","6","6","9","24","29","-5","24","1.14","26.6","29.9","-3.3","-0.16"
"Spanish Segunda División","M","ESP",2022,"Sporting Gijón","team","17","21","8","3","10","24","24","0","27","1.29","32.6","22.0","+10.6","+0.51","21","3","10","8","19","24","-5","19","0.90","20.9","31.3","-10.4","-0.50"
"Spanish Segunda División","M","ESP",2022,"Tenerife","team","5","21","9","5","7","27","18","+9","32","1.52","29.3","20.6","+8.8","+0.42","21","11","4","6","26","19","+7","37","1.76","22.3","24.5","-2.2","-0.11"
"Spanish Segunda División","M","ESP",2022,"Valladolid","team","2","21","14","4","3","40","15","+25","46","2.19","37.0","22.9","+14.1","+0.67","21","10","5","6","31","28","+3","35","1.67","28.7","30.5","-1.7","-0.08"
"Spanish Segunda División","M","ESP",2022,"Zaragoza","team","10","21","7","10","4","16","15","+1","31","1.48","25.6","19.6","+6.0","+0.28","21","5","10","6","23","31","-8","25","1.19","28.2","31.0","-2.8","-0.13"
