"Competition_Name","Gender","Country","Season_End_Year","Squad","Team_or_Opponent","Rk","MP_Home","W_Home","D_Home","L_Home","GF_Home","GA_Home","GD_Home","Pts_Home","Pts_per_MP_Home","xG_Home","xGA_Home","xGD_Home","xGD_per_90_Home","MP_Away","W_Away","D_Away","L_Away","GF_Away","GA_Away","GD_Away","Pts_Away","Pts_per_MP_Away","xG_Away","xGA_Away","xGD_Away","xGD_per_90_Away"
"La Liga","M","ESP",2020,"Alavés","team","16","19","7","6","6","20","19","+1","27","1.42","22.2","20.0","+2.2","+0.11","19","3","3","13","14","40","-26","12","0.63","17.1","37.8","-20.6","-1.09"
"La Liga","M","ESP",2020,"Athletic Club","team","11","19","9","4","6","21","14","+7","31","1.63","26.3","21.4","+5.0","+0.26","19","4","8","7","20","24","-4","20","1.05","15.1","27.4","-12.3","-0.65"
"La Liga","M","ESP",2020,"Atlético Madrid","team","3","19","12","6","1","28","11","+17","42","2.21","30.3","13.2","+17.1","+0.90","19","6","10","3","23","16","+7","28","1.47","26.6","19.2","+7.3","+0.39"
"La Liga","M","ESP",2020,"Barcelona","team","2","19","16","2","1","52","16","+36","50","2.63","38.0","17.3","+20.7","+1.09","19","9","5","5","34","22","+12","32","1.68","28.4","21.0","+7.4","+0.39"
"La Liga","M","ESP",2020,"Betis","team","15","19","9","4","6","34","27","+7","31","1.63","31.6","24.5","+7.1","+0.38","19","1","7","11","14","33","-19","10","0.53","19.4","30.3","-10.9","-0.57"
"La Liga","M","ESP",2020,"Celta Vigo","team","17","19","5","8","6","22","20","+2","23","1.21","22.2","18.2","+3.9","+0.21","19","2","8","9","15","29","-14","14","0.74","17.1","27.1","-10.1","-0.53"
"La Liga","M","ESP",2020,"Eibar","team","14","19","8","3","8","25","25","0","27","1.42","25.8","24.5","+1.3","+0.07","19","3","6","10","14","31","-17","15","0.79","16.2","28.5","-12.3","-0.65"
"La Liga","M","ESP",2020,"Espanyol","team","20","19","2","6","11","15","31","-16","12","0.63","20.1","25.5","-5.4","-0.28","19","3","4","12","12","27","-15","13","0.68","18.5","25.5","-7.0","-0.37"
"La Liga","M","ESP",2020,"Getafe","team","8","19","8","6","5","25","20","+5","30","1.58","24.3","18.3","+6.0","+0.32","19","6","6","7","18","17","+1","24","1.26","17.3","23.1","-5.9","-0.31"
"La Liga","M","ESP",2020,"Granada","team","7","19","10","3","6","26","16","+10","33","1.74","25.3","18.5","+6.7","+0.36","19","6","5","8","26","29","-3","23","1.21","19.6","24.1","-4.4","-0.23"
"La Liga","M","ESP",2020,"Leganés","team","18","19","5","5","9","17","26","-9","20","1.05","20.3","17.7","+2.6","+0.14","19","3","7","9","13","25","-12","16","0.84","19.6","25.1","-5.5","-0.29"
"La Liga","M","ESP",2020,"Levante","team","12","19","9","5","5","27","19","+8","32","1.68","27.4","29.1","-1.7","-0.09","19","5","2","12","20","34","-14","17","0.89","20.7","33.8","-13.1","-0.69"
"La Liga","M","ESP",2020,"Mallorca","team","19","19","8","3","8","25","22","+3","27","1.42","23.6","25.2","-1.6","-0.09","19","1","3","15","15","43","-28","6","0.32","17.5","38.3","-20.8","-1.09"
"La Liga","M","ESP",2020,"Osasuna","team","10","19","7","7","5","26","29","-3","28","1.47","30.6","21.6","+9.0","+0.47","19","6","6","7","20","25","-5","24","1.26","18.8","27.7","-8.9","-0.47"
"La Liga","M","ESP",2020,"Real Madrid","team","1","19","15","4","0","40","11","+29","49","2.58","37.8","14.9","+22.9","+1.20","19","11","5","3","30","14","+16","38","2.00","30.1","18.4","+11.7","+0.62"
"La Liga","M","ESP",2020,"Real Sociedad","team","6","19","9","4","6","33","20","+13","31","1.63","29.8","16.5","+13.3","+0.70","19","7","4","8","23","28","-5","25","1.32","19.1","26.6","-7.5","-0.39"
"La Liga","M","ESP",2020,"Sevilla","team","4","19","10","7","2","26","14","+12","37","1.95","28.8","16.5","+12.3","+0.65","19","9","6","4","28","20","+8","33","1.74","24.4","19.6","+4.8","+0.25"
"La Liga","M","ESP",2020,"Valencia","team","9","19","11","7","1","29","16","+13","40","2.11","25.3","23.6","+1.7","+0.09","19","3","4","12","17","37","-20","13","0.68","18.0","32.4","-14.4","-0.76"
"La Liga","M","ESP",2020,"Valladolid","team","13","19","5","10","4","18","15","+3","25","1.32","20.6","19.9","+0.8","+0.04","19","4","5","10","14","28","-14","17","0.89","15.9","34.6","-18.7","-0.98"
"La Liga","M","ESP",2020,"Villarreal","team","5","19","9","5","5","37","25","+12","32","1.68","33.1","23.5","+9.6","+0.51","19","9","1","9","26","24","+2","28","1.47","30.5","22.8","+7.6","+0.40"
