"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","SCA_SCA","SCA90_SCA","PassLive_SCA","PassDead_SCA","TO_SCA","Sh_SCA","Fld_SCA","Def_SCA","GCA_GCA","GCA90_GCA","PassLive_GCA","PassDead_GCA","TO_GCA","Sh_GCA","Fld_GCA","Def_GCA","Url"
2022,"Elche","La Liga","Josan","ESP","DF,MF","31",1989,13.5,33,2.46,25,1,6,0,1,0,4,0.3,4,0,0,0,0,0,"https://fbref.com/en/players/5b28b2f6/Josan"
2022,"Elche","La Liga","Josema","ESP","DF","25",1996,2,1,0.49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/ed3f5f4c/Josema"
2022,"Elche","La Liga","Iván Marcone","ARG","MF","31",1990,9,4,0.45,3,1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/b14f755d/Ivan-Marcone"
2022,"Elche","La Liga","Omar Mascarell","ESP","MF","28",1993,27.7,14,0.51,11,1,0,1,0,1,1,0.04,1,0,0,0,0,0,"https://fbref.com/en/players/11fd2b75/Omar-Mascarell"
2022,"Elche","La Liga","Pere Milla","ESP","MF,FW","28",1992,18.3,30,1.64,20,0,2,3,4,1,5,0.27,3,0,1,1,0,0,"https://fbref.com/en/players/335039a2/Pere-Milla"
2022,"Elche","La Liga","Johan Mojica","COL","DF","28",1992,31.7,60,1.89,52,3,3,0,2,0,10,0.32,9,0,0,0,1,0,"https://fbref.com/en/players/608f2092/Johan-Mojica"
2022,"Elche","La Liga","Tete Morente","ESP","MF","24",1996,18.1,36,1.98,28,3,3,1,1,0,4,0.22,2,1,1,0,0,0,"https://fbref.com/en/players/004d185e/Tete-Morente"
2022,"Elche","La Liga","Lucas Olaza","URU","DF","27",1994,3.3,10,3.05,9,0,0,1,0,0,1,0.31,0,0,0,1,0,0,"https://fbref.com/en/players/4cee5954/Lucas-Olaza"
2022,"Elche","La Liga","Helibelton Palacios","COL","DF","28",1993,21.5,18,0.84,14,2,1,0,1,0,1,0.05,1,0,0,0,0,0,"https://fbref.com/en/players/ac8b2421/Helibelton-Palacios"
2022,"Elche","La Liga","Javier Pastore","ARG","MF,FW","32",1989,5.8,24,4.11,23,0,1,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/881ef58c/Javier-Pastore"
2022,"Elche","La Liga","Kike Pérez","ESP","MF,FW","24",1997,5.8,18,3.12,12,2,1,1,1,1,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/237a3851/Kike-Perez"
2022,"Elche","La Liga","Lucas Pérez","ESP","FW","32",1988,14.1,33,2.34,21,7,2,0,3,0,4,0.28,1,1,1,0,1,0,"https://fbref.com/en/players/a300ac7e/Lucas-Perez"
2022,"Elche","La Liga","Pablo Piatti","ARG","MF,FW","32",1989,3.5,6,1.74,4,0,1,0,1,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/48e89655/Pablo-Piatti"
2022,"Elche","La Liga","Ezequiel Ponce","ARG","FW","24",1997,7.4,20,2.7,13,0,3,3,0,1,2,0.27,1,0,1,0,0,0,"https://fbref.com/en/players/ccbbe661/Ezequiel-Ponce"
2022,"Elche","La Liga","Enzo Roco","CHI","DF","28",1992,28.4,7,0.25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/37f827ec/Enzo-Roco"
2022,"Elche","La Liga","Gonzalo Verdú","ESP","DF","32",1988,15.5,3,0.2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/1c2c55fc/Gonzalo-Verdu"
2022,"Empoli","Serie A","Kristjan Asllani","ALB","MF","19",2002,15,30,2,22,3,0,3,2,0,3,0.2,3,0,0,0,0,0,"https://fbref.com/en/players/0fdcef0e/Kristjan-Asllani"
2022,"Empoli","Serie A","Nedim Bajrami","ALB","MF,FW","22",1999,22.8,104,4.55,66,21,8,5,1,3,7,0.31,5,1,0,1,0,0,"https://fbref.com/en/players/f42d6c13/Nedim-Bajrami"
2022,"Empoli","Serie A","Tommaso Baldanzi","ITA","FW","18",2003,0.2,1,5.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/102e2599/Tommaso-Baldanzi"
2022,"Empoli","Serie A","Filippo Bandinelli","ITA","MF","26",1995,21.7,58,2.67,46,4,3,3,1,1,4,0.18,4,0,0,0,0,0,"https://fbref.com/en/players/d44360be/Filippo-Bandinelli"
2022,"Empoli","Serie A","Marco Benassi","ITA","MF","26",1994,4.2,7,1.65,5,0,0,1,1,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/0000acda/Marco-Benassi"
2022,"Empoli","Serie A","Liberato Cacace","NZL","DF","20",2000,5.2,5,0.96,3,1,0,0,1,0,1,0.19,1,0,0,0,0,0,"https://fbref.com/en/players/dd86e8e4/Liberato-Cacace"
2022,"Empoli","Serie A","Giovanni Crociata","ITA","FW","23",1997,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/8c964914/Giovanni-Crociata"
2022,"Empoli","Serie A","Patrick Cutrone","ITA","FW","23",1998,15.6,22,1.41,16,0,2,1,1,2,2,0.13,1,0,0,0,1,0,"https://fbref.com/en/players/a4fe8cda/Patrick-Cutrone"
2022,"Empoli","Serie A","Federico Di Francesco","ITA","FW,MF","27",1994,15.2,41,2.7,31,1,1,4,4,0,7,0.46,4,1,0,1,1,0,"https://fbref.com/en/players/1fca9171/Federico-Di-Francesco"
2022,"Empoli","Serie A","Riccardo Fiamozzi","ITA","DF","28",1993,6.9,9,1.3,5,3,0,0,0,1,2,0.29,1,1,0,0,0,0,"https://fbref.com/en/players/9f9b9269/Riccardo-Fiamozzi"
2022,"Empoli","Serie A","Nicolas Haas","SUI","MF","25",1996,11.1,32,2.87,31,0,0,1,0,0,2,0.18,2,0,0,0,0,0,"https://fbref.com/en/players/fa449bba/Nicolas-Haas"
2022,"Empoli","Serie A","Liam Henderson","SCO","MF","25",1996,22.4,87,3.88,67,13,1,3,3,0,12,0.53,7,1,1,1,2,0,"https://fbref.com/en/players/d7918b13/Liam-Henderson"
2022,"Empoli","Serie A","Ardian Ismajli","ALB","DF","24",1996,14.1,11,0.78,9,1,0,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/6b635f5c/Ardian-Ismajli"
2022,"Empoli","Serie A","Andrea La Mantia","ITA","FW,MF","30",1991,5.4,13,2.4,9,0,0,3,1,0,3,0.55,1,0,0,1,1,0,"https://fbref.com/en/players/c375dfa5/Andrea-La-Mantia"
2022,"Empoli","Serie A","Sebastiano Luperto","ITA","DF","24",1996,21.8,17,0.78,14,1,0,1,0,1,1,0.05,1,0,0,0,0,0,"https://fbref.com/en/players/997fff07/Sebastiano-Luperto"
2022,"Empoli","Serie A","Leonardo Mancuso","ITA","FW","29",1992,4.7,9,1.9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/311027cb/Leonardo-Mancuso"
2022,"Empoli","Serie A","Riccardo Marchizza","ITA","DF","23",1998,15,22,1.47,16,3,2,1,0,0,4,0.27,1,2,1,0,0,0,"https://fbref.com/en/players/91d0fabf/Riccardo-Marchizza"
2022,"Empoli","Serie A","Fabiano Parisi","ITA","DF","20",2000,16.4,34,2.07,25,2,6,1,0,0,5,0.3,3,0,2,0,0,0,"https://fbref.com/en/players/0967845b/Fabiano-Parisi"
2022,"Empoli","Serie A","Andrea Pinamonti","ITA","FW","22",1999,31.9,72,2.26,43,0,6,11,12,0,7,0.22,4,0,0,2,1,0,"https://fbref.com/en/players/08aa9cd1/Andrea-Pinamonti"
2022,"Empoli","Serie A","Samuele Ricci","ITA","MF","19",2001,17,27,1.59,21,1,0,1,3,1,4,0.24,4,0,0,0,0,0,"https://fbref.com/en/players/9823be92/Samuele-Ricci"
2022,"Empoli","Serie A","Simone Romagnoli","ITA","DF","31",1990,16.6,11,0.66,9,2,0,0,0,0,1,0.06,1,0,0,0,0,0,"https://fbref.com/en/players/09899de8/Simone-Romagnoli"
2022,"Empoli","Serie A","Petar Stojanović","SVN","DF","25",1995,30.4,79,2.6,66,4,6,1,2,0,4,0.13,3,0,1,0,0,0,"https://fbref.com/en/players/13b44b02/Petar-Stojanovic"
2022,"Empoli","Serie A","Leo Štulac","SVN","MF","26",1994,9.3,21,2.28,15,5,0,0,0,1,4,0.43,4,0,0,0,0,0,"https://fbref.com/en/players/92948398/Leo-Stulac"
2022,"Empoli","Serie A","Lorenzo Tonelli","ITA","DF","31",1990,9.7,14,1.45,11,0,0,1,1,1,1,0.1,1,0,0,0,0,0,"https://fbref.com/en/players/8cc29864/Lorenzo-Tonelli"
2022,"Empoli","Serie A","Valerio Verre","ITA","MF","27",1994,3.4,15,4.37,12,0,1,1,1,0,2,0.58,2,0,0,0,0,0,"https://fbref.com/en/players/33ecf462/Valerio-Verre"
2022,"Empoli","Serie A","Guglielmo Vicario","ITA","GK","24",1996,38,7,0.18,6,1,0,0,0,0,1,0.03,1,0,0,0,0,0,"https://fbref.com/en/players/77d6fd4d/Guglielmo-Vicario"
2022,"Empoli","Serie A","Mattia Viti","ITA","DF","19",2002,16.6,10,0.6,7,1,0,0,0,2,1,0.06,1,0,0,0,0,0,"https://fbref.com/en/players/75438a9a/Mattia-Viti"
2022,"Empoli","Serie A","Szymon Żurkowski","POL","MF","23",1997,25.6,77,3,57,0,4,8,8,0,6,0.23,4,0,0,2,0,0,"https://fbref.com/en/players/4e1d5e59/Szymon-Zurkowski"
2022,"Espanyol","La Liga","Keidi Bare","ALB","MF","23",1997,16.5,20,1.21,18,0,1,0,1,0,2,0.12,1,0,0,0,1,0,"https://fbref.com/en/players/03049c8c/Keidi-Bare"
2022,"Espanyol","La Liga","Leandro Cabrera","URU","DF","30",1991,37,28,0.76,23,2,0,3,0,0,4,0.11,2,1,0,1,0,0,"https://fbref.com/en/players/69cbc8b6/Leandro-Cabrera"
2022,"Espanyol","La Liga","Fernando Calero","ESP","DF","25",1995,12.1,7,0.58,7,0,0,0,0,0,1,0.08,1,0,0,0,0,0,"https://fbref.com/en/players/41b3069f/Fernando-Calero"
2022,"Espanyol","La Liga","Sergi Darder","ESP","MF","27",1993,34.7,92,2.65,72,5,7,4,3,1,14,0.4,13,0,0,1,0,0,"https://fbref.com/en/players/070a3904/Sergi-Darder"
2022,"Espanyol","La Liga","Landry Dimata","BEL","FW,MF","23",1997,6,19,3.15,13,0,2,1,3,0,1,0.17,0,0,0,1,0,0,"https://fbref.com/en/players/b5f63410/Landry-Dimata"
2022,"Espanyol","La Liga","Adri Embarba","ESP","FW,MF","29",1992,22.1,92,4.17,44,26,9,5,6,2,6,0.27,2,3,0,1,0,0,"https://fbref.com/en/players/db8f0eba/Adri-Embarba"
2022,"Espanyol","La Liga","Joan García","ESP","GK","20",2001,1.2,1,0.83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/87b498b0/Joan-Garcia"
2022,"Espanyol","La Liga","Óscar Gil","ESP","DF","24",1997,18.8,19,1.01,16,3,0,0,0,0,2,0.11,2,0,0,0,0,0,"https://fbref.com/en/players/6652cf96/Oscar-Gil"
2022,"Espanyol","La Liga","Sergi Gómez","ESP","DF","29",1992,30.2,16,0.53,16,0,0,0,0,0,2,0.07,2,0,0,0,0,0,"https://fbref.com/en/players/bc6f5f06/Sergi-Gomez"
2022,"Espanyol","La Liga","Victor Gomez","ESP","DF","21",2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/b7de5bad/Victor-Gomez"
2022,"Espanyol","La Liga","Gori","ESP","MF","19",2002,0.1,2,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/f3451c66/Gori"
2022,"Espanyol","La Liga","Yangel Herrera","VEN","MF","23",1998,18.3,27,1.48,20,0,2,1,3,1,5,0.27,4,0,0,0,0,1,"https://fbref.com/en/players/5083a734/Yangel-Herrera"
2022,"Espanyol","La Liga","Jofre","ESP","MF,DF","20",2001,0.2,5,22.5,3,0,0,0,2,0,2,9,1,0,0,0,1,0,"https://fbref.com/en/players/030ef8d6/Jofre"
2022,"Espanyol","La Liga","Miguel Juan Llambrich","ESP","DF","25",1996,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d83f09ff/Miguel-Juan-Llambrich"
2022,"Espanyol","La Liga","Luca Koleosho","ITA","FW","16",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/fc076f78/Luca-Koleosho"
2022,"Espanyol","La Liga","Wu Lei","CHN","FW,MF","29",1991,5.3,9,1.72,8,0,0,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/e3fabb0a/Wu-Lei"
2022,"Espanyol","La Liga","David López","ESP","MF,DF","31",1989,8.3,11,1.33,10,0,0,1,0,0,1,0.12,1,0,0,0,0,0,"https://fbref.com/en/players/f03f284b/David-Lopez"
2022,"Espanyol","La Liga","Diego López","ESP","GK","39",1981,35.3,2,0.06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/73683fa9/Diego-Lopez"
2022,"Espanyol","La Liga","Óscar Melendo","ESP","MF,FW","23",1997,11,39,3.55,35,0,2,1,1,0,1,0.09,1,0,0,0,0,0,"https://fbref.com/en/players/379652be/Oscar-Melendo"
2022,"Espanyol","La Liga","Fran Mérida","ESP","MF","31",1990,3,9,3.05,7,1,1,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/0e50f929/Fran-Merida"
2022,"Espanyol","La Liga","Manu Morlanes","ESP","MF","22",1999,12.7,26,2.01,20,2,1,1,0,2,5,0.39,3,0,0,1,0,1,"https://fbref.com/en/players/a0255c67/Manu-Morlanes"
2022,"Espanyol","La Liga","Loren Morón","ESP","FW,MF","27",1993,6.3,8,1.28,7,0,0,1,0,0,1,0.16,0,0,0,1,0,0,"https://fbref.com/en/players/3aa4a3be/Loren-Moron"
2022,"Espanyol","La Liga","Oier Olazábal","ESP","GK","31",1989,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/b5bdf144/Oier-Olazabal"
2022,"Espanyol","La Liga","Adrià Pedrosa","ESP","DF","23",1998,30.2,52,1.72,33,4,5,4,5,1,2,0.07,1,0,1,0,0,0,"https://fbref.com/en/players/112521d1/Adria-Pedrosa"
2022,"Espanyol","La Liga","Javi Puado","ESP","MF,FW","23",1998,24.9,45,1.8,34,1,4,3,2,1,3,0.12,2,0,1,0,0,0,"https://fbref.com/en/players/2683eda7/Javi-Puado"
2022,"Espanyol","La Liga","Lluís Recasens","ESP","DF","19",2002,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/c31ea173/Lluis-Recasens"
2022,"Espanyol","La Liga","Nico Ribaudo","ESP","MF,FW","20",2001,12.4,34,2.74,22,3,2,3,4,0,1,0.08,1,0,0,0,0,0,"https://fbref.com/en/players/ce8039aa/Nico-Ribaudo"
2022,"Espanyol","La Liga","Rubén","ESP","DF","20",2001,1.7,2,1.2,1,0,1,0,0,0,1,0.6,1,0,0,0,0,0,"https://fbref.com/en/players/35d4f151/Ruben"
2022,"Espanyol","La Liga","Raúl de Tomás","ESP","FW","26",1994,32.4,71,2.19,50,0,5,10,6,0,9,0.28,5,0,1,2,1,0,"https://fbref.com/en/players/02ef8778/Raul-de-Tomas"
2022,"Espanyol","La Liga","Álvaro Vadillo","ESP","DF,MF","26",1994,0.1,1,12.86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/61b62b33/Alvaro-Vadillo"
2022,"Espanyol","La Liga","Aleix Vidal","ESP","DF,MF","31",1989,21.1,61,2.89,41,7,5,0,4,4,3,0.14,2,0,1,0,0,0,"https://fbref.com/en/players/04965583/Aleix-Vidal"
2022,"Espanyol","La Liga","Dídac Vilà","ESP","DF,MF","32",1989,2.3,4,1.76,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/bad38a94/Didac-Vila"
2022,"Espanyol","La Liga","Tonny Vilhena","NED","MF,FW","26",1995,10.3,19,1.84,12,5,0,1,1,0,1,0.1,0,1,0,0,0,0,"https://fbref.com/en/players/c7069d87/Tonny-Vilhena"
2022,"Espanyol","La Liga","Daniel Villahermosa","ESP","MF","20",2001,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/de903ae2/Daniel-Villahermosa"
2022,"Everton","Premier League","Allan","BRA","MF","30",1991,24.3,38,1.57,35,0,1,0,1,1,7,0.29,5,0,1,0,1,0,"https://fbref.com/en/players/cc700722/Allan"
2022,"Everton","Premier League","Dele Alli","ENG","MF,FW","25",1996,3.8,13,3.46,12,1,0,0,0,0,1,0.27,1,0,0,0,0,0,"https://fbref.com/en/players/cea4ee8f/Dele-Alli"
2022,"Everton","Premier League","Donny van de Beek","NED","MF","24",1997,5.4,8,1.49,7,0,0,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/50dc94ce/Donny-van-de-Beek"
2022,"Everton","Premier League","Asmir Begović","BIH","GK","34",1987,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7b4de647/Asmir-Begovic"
2022,"Everton","Premier League","Jarrad Branthwaite","ENG","DF","19",2002,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/c1949191/Jarrad-Branthwaite"
2022,"Everton","Premier League","Dominic Calvert-Lewin","ENG","FW","24",1997,14.3,30,2.1,22,0,2,1,4,1,4,0.28,3,0,0,0,1,0,"https://fbref.com/en/players/59e6e5bf/Dominic-Calvert-Lewin"
2022,"Everton","Premier League","Séamus Coleman","IRL","DF","32",1988,29.5,47,1.59,37,3,2,2,3,0,5,0.17,3,0,0,0,2,0,"https://fbref.com/en/players/0420d84f/Seamus-Coleman"
2022,"Everton","Premier League","Tom Davies","ENG","MF","23",1998,2.6,5,1.91,4,0,0,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/9228b07c/Tom-Davies"
2022,"Everton","Premier League","Fabian Delph","ENG","MF","31",1989,7.4,6,0.82,5,0,0,0,0,1,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/111c3236/Fabian-Delph"
2022,"Everton","Premier League","Lucas Digne","FRA","DF","28",1993,13,35,2.69,23,9,2,0,1,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/1b84dbe1/Lucas-Digne"
2022,"Everton","Premier League","Lewis Dobbin","ENG","FW,MF","18",2003,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/e814e1cf/Lewis-Dobbin"
2022,"Everton","Premier League","Abdoulaye Doucouré","MLI","MF","28",1993,28.2,57,2.02,50,0,3,3,0,1,7,0.25,5,0,1,1,0,0,"https://fbref.com/en/players/02b29014/Abdoulaye-Doucoure"
2022,"Everton","Premier League","Jean-Philippe Gbamin","CIV","MF","25",1995,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/6bd603db/Jean-Philippe-Gbamin"
2022,"Everton","Premier League","Anwar El Ghazi","NED","FW,MF","26",1995,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/ffa90327/Anwar-El-Ghazi"
2022,"Everton","Premier League","Ben Godfrey","ENG","DF","23",1998,22.5,32,1.42,25,2,1,2,0,2,2,0.09,1,0,0,1,0,0,"https://fbref.com/en/players/9f7c837d/Ben-Godfrey"
2022,"Everton","Premier League","André Gomes","POR","MF","28",1993,6.9,21,3.04,14,0,5,1,1,0,3,0.43,2,0,1,0,0,0,"https://fbref.com/en/players/1961b2aa/Andre-Gomes"
2022,"Everton","Premier League","Anthony Gordon","ENG","MF,FW","20",2001,25.4,77,3.03,38,14,6,3,14,2,5,0.2,1,2,0,0,2,0,"https://fbref.com/en/players/2bd83368/Anthony-Gordon"
2022,"Everton","Premier League","Demarai Gray","JAM","MF,FW","25",1996,26,88,3.39,50,15,11,7,5,0,5,0.19,3,1,0,1,0,0,"https://fbref.com/en/players/4468ec10/Demarai-Gray"
2022,"Everton","Premier League","Mason Holgate","ENG","DF","24",1996,23.7,5,0.21,4,1,0,0,0,0,1,0.04,1,0,0,0,0,0,"https://fbref.com/en/players/d0042ab9/Mason-Holgate"
2022,"Everton","Premier League","Alex Iwobi","NGA","MF,DF","25",1996,22.6,66,2.92,59,3,2,2,0,0,7,0.31,6,0,1,0,0,0,"https://fbref.com/en/players/6ca5ec4b/Alex-Iwobi"
2022,"Everton","Premier League","Moise Kean","ITA","FW","21",2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/3d50bcdb/Moise-Kean"
2022,"Everton","Premier League","Michael Keane","ENG","DF","28",1993,31,19,0.61,13,1,0,4,0,1,1,0.03,1,0,0,0,0,0,"https://fbref.com/en/players/c5b7c315/Michael-Keane"
2022,"Everton","Premier League","Jonjoe Kenny","ENG","DF","24",1997,11.3,21,1.86,16,2,2,1,0,0,2,0.18,2,0,0,0,0,0,"https://fbref.com/en/players/099e666f/Jonjoe-Kenny"
2022,"Everton","Premier League","Yerry Mina","COL","DF","26",1994,9.4,2,0.21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/6d5701f2/Yerry-Mina"
2022,"Everton","Premier League","Vitaliy Mykolenko","UKR","DF","22",1999,11.7,16,1.36,10,5,0,0,1,0,3,0.26,1,1,0,0,1,0,"https://fbref.com/en/players/30d4a2e5/Vitaliy-Mykolenko"
2022,"Everton","Premier League","Tyler Onyango","ENG","MF","18",2003,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d86a1f3e/Tyler-Onyango"
2022,"Everton","Premier League","Jordan Pickford","ENG","GK","27",1994,35,13,0.37,9,4,0,0,0,0,2,0.06,2,0,0,0,0,0,"https://fbref.com/en/players/4806ec67/Jordan-Pickford"
2022,"Everton","Premier League","Isaac Price","NIR","MF","17",2003,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/b9403c99/Isaac-Price"
2022,"Everton","Premier League","Richarlison","BRA","FW","24",1997,28,69,2.46,45,0,3,9,11,1,9,0.32,5,0,0,3,1,0,"https://fbref.com/en/players/fa031b34/Richarlison"
2022,"Everton","Premier League","Salomón Rondón","VEN","FW","31",1989,8.8,18,2.05,13,0,2,3,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/b318a643/Salomon-Rondon"
2022,"Everton","Premier League","Ellis Simms","ENG","FW","20",2001,0.7,1,1.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/26d3b5be/Ellis-Simms"
2022,"Everton","Premier League","Cenk Tosun","TUR","MF","30",1991,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/9a104dee/Cenk-Tosun"
2022,"Everton","Premier League","Andros Townsend","ENG","MF,FW","30",1991,16.2,55,3.4,39,9,1,2,4,0,4,0.25,4,0,0,0,0,0,"https://fbref.com/en/players/b28bbd58/Andros-Townsend"
2022,"Fiorentina","Serie A","Sofyan Amrabat","MAR","MF","24",1996,10.5,18,1.72,16,0,1,0,1,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/5a2cb25d/Sofyan-Amrabat"
2022,"Fiorentina","Serie A","Marco Benassi","ITA","DF,MF","26",1994,1.8,1,0.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/0000acda/Marco-Benassi"
2022,"Fiorentina","Serie A","Cristiano Biraghi","ITA","DF","28",1992,35,126,3.59,64,55,0,6,1,0,8,0.23,5,3,0,0,0,0,"https://fbref.com/en/players/9e1577aa/Cristiano-Biraghi"
2022,"Fiorentina","Serie A","Giacomo Bonaventura","ITA","MF","31",1989,25.2,83,3.3,69,1,3,5,5,0,13,0.52,9,0,0,2,2,0,"https://fbref.com/en/players/d995ed27/Giacomo-Bonaventura"
2022,"Fiorentina","Serie A","Arthur Cabral","BRA","FW","23",1998,8.3,17,2.05,10,0,3,1,2,1,5,0.6,3,0,1,1,0,0,"https://fbref.com/en/players/a820e429/Arthur-Cabral"
2022,"Fiorentina","Serie A","José Callejón","ESP","FW","34",1987,14.4,47,3.25,32,10,1,3,1,0,4,0.28,4,0,0,0,0,0,"https://fbref.com/en/players/78841da9/Jose-Callejon"
2022,"Fiorentina","Serie A","Gaetano Castrovilli","ITA","MF","24",1997,15.5,49,3.17,36,6,2,1,4,0,5,0.32,5,0,0,0,0,0,"https://fbref.com/en/players/0728bebe/Gaetano-Castrovilli"
2022,"Fiorentina","Serie A","Filippo Distefano","ITA","FW","17",2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/2110f96c/Filippo-Distefano"
2022,"Fiorentina","Serie A","Bartłomiej Drągowski","POL","GK","23",1997,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/085e71a7/Bartlomiej-Dragowski"
2022,"Fiorentina","Serie A","Alfred Duncan","GHA","MF","28",1993,21.5,50,2.33,45,1,0,2,1,1,4,0.19,4,0,0,0,0,0,"https://fbref.com/en/players/528492ea/Alfred-Duncan"
2022,"Fiorentina","Serie A","Nicolás González","ARG","FW","23",1998,26.2,95,3.63,58,2,7,10,17,1,14,0.53,6,0,1,1,5,1,"https://fbref.com/en/players/2374aaca/Nicolas-Gonzalez"
2022,"Fiorentina","Serie A","Igor","BRA","DF","23",1998,24.9,19,0.76,16,0,0,2,0,1,1,0.04,1,0,0,0,0,0,"https://fbref.com/en/players/a4e85758/Igor"
2022,"Fiorentina","Serie A","Jonathan Ikone","FRA","FW","23",1998,7.2,27,3.74,20,0,3,3,1,0,2,0.28,1,0,0,1,0,0,"https://fbref.com/en/players/42eaa028/Jonathan-Ikone"
2022,"Fiorentina","Serie A","Aleksandr Kokorin","RUS","FW,MF","30",1991,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/fec5accc/Aleksandr-Kokorin"
2022,"Fiorentina","Serie A","Youssef Maleh","MAR","MF","22",1998,11.3,24,2.12,20,0,0,1,3,0,3,0.26,3,0,0,0,0,0,"https://fbref.com/en/players/4c8845f7/Youssef-Maleh"
2022,"Fiorentina","Serie A","Lucas Martínez Quarta","ARG","DF","25",1996,15.9,14,0.88,12,0,1,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/3ec3c1c9/Lucas-Martinez-Quarta"
2022,"Fiorentina","Serie A","Nikola Milenković","SRB","DF","23",1997,32.5,17,0.52,14,0,0,3,0,0,1,0.03,1,0,0,0,0,0,"https://fbref.com/en/players/bee704fc/Nikola-Milenkovic"
2022,"Fiorentina","Serie A","Matija Nastasić","SRB","DF","28",1993,2.4,1,0.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/f35430a4/Matija-Nastasic"
2022,"Fiorentina","Serie A","Álvaro Odriozola","ESP","DF","25",1995,19.3,54,2.81,45,4,3,0,1,1,4,0.21,3,0,1,0,0,0,"https://fbref.com/en/players/1d1691ad/Alvaro-Odriozola"
2022,"Fiorentina","Serie A","Krzysztof Piątek","POL","FW","26",1995,8.1,14,1.72,10,0,1,3,0,0,2,0.25,1,0,0,1,0,0,"https://fbref.com/en/players/17f3620a/Krzysztof-Piatek"
