"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","SCA_SCA","SCA90_SCA","PassLive_SCA","PassDead_SCA","TO_SCA","Sh_SCA","Fld_SCA","Def_SCA","GCA_GCA","GCA90_GCA","PassLive_GCA","PassDead_GCA","TO_GCA","Sh_GCA","Fld_GCA","Def_GCA","Url"
2019,"Amiens","Ligue 1","Juan Ferney Otero","COL","FW,MF","23",1995,24.2,66,2.73,51,4,3,3,5,0,6,0.25,5,0,0,1,0,0,"https://fbref.com/en/players/05816e19/Juan-Ferney-Otero"
2019,"Amiens","Ligue 1","Guessouma Fofana","MTN","MF","25",1992,2.1,2,0.97,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/9dafff2a/Guessouma-Fofana"
2019,"Amiens","Ligue 1","Ganso","BRA","MF,FW","28",1989,5.8,25,4.33,22,3,0,0,0,0,3,0.52,2,1,0,0,0,0,"https://fbref.com/en/players/23593121/Ganso"
2019,"Amiens","Ligue 1","Saman Ghoddos","IRN","FW,MF","24",1993,20.3,68,3.35,30,23,1,7,7,0,4,0.2,3,1,0,0,0,0,"https://fbref.com/en/players/f7b1d4e0/Saman-Ghoddos"
2019,"Amiens","Ligue 1","Eddy Gnahoré","FRA","MF","24",1993,24.9,61,2.45,49,1,7,3,0,1,7,0.28,5,0,1,0,0,1,"https://fbref.com/en/players/a0434482/Eddy-Gnahore"
2019,"Amiens","Ligue 1","Prince-Désir Gouano","FRA","DF","24",1993,29.1,14,0.48,11,0,0,2,1,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7c6d6c96/Prince-Desir-Gouano"
2019,"Amiens","Ligue 1","Serhou Guirassy","GUI","FW","22",1996,12.3,28,2.27,19,0,2,1,6,0,4,0.32,3,0,0,0,1,0,"https://fbref.com/en/players/923f4dda/Serhou-Guirassy"
2019,"Amiens","Ligue 1","Régis Gurtner","FRA","GK","31",1986,38,6,0.16,3,3,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/bc270726/Regis-Gurtner"
2019,"Amiens","Ligue 1","Oualid El Hajjam","MAR","DF,MF","27",1991,6,5,0.83,4,0,1,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/9f29c204/Oualid-El-Hajjam"
2019,"Amiens","Ligue 1","Moussa Konaté","SEN","FW","25",1993,20.8,38,1.82,21,0,5,3,7,2,8,0.38,3,0,2,0,2,1,"https://fbref.com/en/players/fcbcbd94/Moussa-Konate"
2019,"Amiens","Ligue 1","Emil Krafth","SWE","DF","23",1994,33,33,1,25,3,1,2,1,1,2,0.06,2,0,0,0,0,0,"https://fbref.com/en/players/77cf6852/Emil-Krafth"
2019,"Amiens","Ligue 1","Rafał Kurzawa","POL","FW","25",1993,2.7,8,3.03,3,4,0,1,0,0,2,0.76,2,0,0,0,0,0,"https://fbref.com/en/players/3d3b0206/Rafal-Kurzawa"
2019,"Amiens","Ligue 1","Jordan Lefort","FRA","DF","24",1993,20,13,0.65,11,1,0,1,0,0,1,0.05,1,0,0,0,0,0,"https://fbref.com/en/players/c3e4ecbb/Jordan-Lefort"
2019,"Amiens","Ligue 1","Stiven Mendoza","COL","FW,MF","26",1992,20.9,64,3.07,40,9,4,3,7,1,6,0.29,5,0,1,0,0,0,"https://fbref.com/en/players/e68f2cb4/Stiven-Mendoza"
2019,"Amiens","Ligue 1","Thomas Monconduit","FRA","MF","27",1991,31.3,76,2.43,58,6,3,3,5,1,2,0.06,1,1,0,0,0,0,"https://fbref.com/en/players/84d94b91/Thomas-Monconduit"
2019,"Amiens","Ligue 1","Erik Pieters","NED","DF","29",1988,14,28,2,17,7,0,2,1,1,2,0.14,1,1,0,0,0,0,"https://fbref.com/en/players/1ef37668/Erik-Pieters"
2019,"Amiens","Ligue 1","Stanley Segarel","SMN","FW","24",1994,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/b2459674/Stanley-Segarel"
2019,"Amiens","Ligue 1","Sanasi Sy","FRA","MF","19",1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/62a54183/Sanasi-Sy"
2019,"Amiens","Ligue 1","Cheick Timite","CIV","FW,MF","20",1997,16.2,32,1.98,23,0,2,3,4,0,2,0.12,2,0,0,0,0,0,"https://fbref.com/en/players/2c92d3c0/Cheick-Timite"
2019,"Amiens","Ligue 1","Gaoussou Traoré","MLI","MF","18",1999,1.2,2,1.68,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/42e8eba2/Gaoussou-Traore"
2019,"Amiens","Ligue 1","Bongani Zungu","RSA","MF","25",1992,2.6,4,1.57,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/a8797cf1/Bongani-Zungu"
2019,"Angers","Ligue 1","Rayan Aït-Nouri","ALG","DF,MF","17",2001,0.6,2,3.16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/9b398aea/Rayan-Ait-Nouri"
2019,"Angers","Ligue 1","Yoann Andreu","FRA","DF","29",1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/872cd68c/Yoann-Andreu"
2019,"Angers","Ligue 1","Stéphane Bahoken","CMR","FW","26",1992,27.4,49,1.79,36,1,1,4,4,3,4,0.15,3,0,0,1,0,0,"https://fbref.com/en/players/5046b7d4/Stephane-Bahoken"
2019,"Angers","Ligue 1","Abdoulaye Bamba","CIV","DF","28",1990,28.6,31,1.08,27,3,0,0,0,1,4,0.14,4,0,0,0,0,0,"https://fbref.com/en/players/7fecbcdb/Abdoulaye-Bamba"
2019,"Angers","Ligue 1","Zacharie Boucher","FRA","GK","26",1992,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/249cdcff/Zacharie-Boucher"
2019,"Angers","Ligue 1","Ludovic Butelle","FRA","GK","35",1983,36,6,0.17,4,2,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/26975a92/Ludovic-Butelle"
2019,"Angers","Ligue 1","Pierrick Capelle","FRA","DF,MF","31",1987,20.5,59,2.88,37,11,3,7,0,1,6,0.29,2,3,1,0,0,0,"https://fbref.com/en/players/79b2399c/Pierrick-Capelle"
2019,"Angers","Ligue 1","Angelo Fulgini","FRA","MF,FW","21",1996,18.2,69,3.8,51,7,3,3,5,0,2,0.11,1,0,0,0,1,0,"https://fbref.com/en/players/4b96c347/Angelo-Fulgini"
2019,"Angers","Ligue 1","Wilfried Kanga","CIV","FW","20",1998,5.5,15,2.74,8,0,2,3,2,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/b4c816a9/Wilfried-Kanga"
2019,"Angers","Ligue 1","Cristian López","ESP","FW","29",1989,4.1,7,1.69,2,0,0,3,2,0,2,0.48,0,0,0,1,1,0,"https://fbref.com/en/players/c76577a0/Cristian-Lopez"
2019,"Angers","Ligue 1","Vincent Manceau","FRA","DF","29",1989,31,56,1.81,45,2,3,0,4,2,4,0.13,3,0,1,0,0,0,"https://fbref.com/en/players/c26a3918/Vincent-Manceau"
2019,"Angers","Ligue 1","Thomas Mangani","FRA","MF","31",1987,17.8,53,2.98,32,17,1,2,1,0,3,0.17,1,1,0,1,0,0,"https://fbref.com/en/players/c801616a/Thomas-Mangani"
2019,"Angers","Ligue 1","Harrison Manzala","COD","MF,FW","24",1994,0.8,1,1.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/392d98fc/Harrison-Manzala"
2019,"Angers","Ligue 1","Farid El Melali","ALG","MF,FW","21",1997,3.6,11,3.03,8,0,0,0,2,1,1,0.28,1,0,0,0,0,0,"https://fbref.com/en/players/d21e361a/Farid-El-Melali"
2019,"Angers","Ligue 1","Cheikh N'Doye","SEN","MF","32",1986,25.9,46,1.77,38,0,1,3,4,0,7,0.27,7,0,0,0,0,0,"https://fbref.com/en/players/f1b2365a/Cheikh-NDoye"
2019,"Angers","Ligue 1","Vincent Pajot","FRA","MF","27",1990,7.9,11,1.39,8,0,0,1,1,1,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/f86ca403/Vincent-Pajot"
2019,"Angers","Ligue 1","Elhadji Pape Diaw","SEN","DF","23",1994,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/51450467/Elhadji-Pape-Diaw"
2019,"Angers","Ligue 1","Mateo Pavlović","BIH","DF","28",1990,27.7,12,0.43,9,0,0,3,0,0,1,0.04,1,0,0,0,0,0,"https://fbref.com/en/players/450e277f/Mateo-Pavlovic"
2019,"Angers","Ligue 1","Théo Pellenard","FRA","DF","24",1994,5.5,7,1.27,7,0,0,0,0,0,2,0.36,2,0,0,0,0,0,"https://fbref.com/en/players/97fb4608/Theo-Pellenard"
2019,"Angers","Ligue 1","Jeff Reine-Adélaïde","FRA","FW,MF","20",1998,28.4,100,3.52,67,0,13,3,14,3,9,0.32,7,0,1,1,0,0,"https://fbref.com/en/players/d504b3e1/Jeff-Reine-Adelaide"
2019,"Angers","Ligue 1","Baptiste Santamaria","FRA","MF","23",1995,36.1,48,1.33,36,0,4,3,4,1,3,0.08,3,0,0,0,0,0,"https://fbref.com/en/players/5e22e2a4/Baptiste-Santamaria"
2019,"Angers","Ligue 1","Flavien Tait","FRA","MF,FW","25",1993,33.2,166,5.01,89,31,24,8,13,1,15,0.45,10,2,0,2,1,0,"https://fbref.com/en/players/a0f9b535/Flavien-Tait"
2019,"Angers","Ligue 1","Romain Thomas","FRA","DF","30",1988,26.6,14,0.53,9,2,0,1,2,0,2,0.08,0,0,0,1,1,0,"https://fbref.com/en/players/275e2c51/Romain-Thomas"
2019,"Angers","Ligue 1","Ismaël Traoré","CIV","DF","31",1986,29.3,18,0.61,15,1,1,0,1,0,3,0.1,1,0,1,0,1,0,"https://fbref.com/en/players/b666421b/Ismael-Traore"
2019,"Arsenal","Premier League","Pierre-Emerick Aubameyang","GAB","FW","29",1989,30.3,60,1.98,42,0,7,5,5,1,11,0.36,6,0,1,2,2,0,"https://fbref.com/en/players/d5dd5f1f/Pierre-Emerick-Aubameyang"
2019,"Arsenal","Premier League","Héctor Bellerín","ESP","DF","23",1995,17,37,2.17,32,0,2,3,0,0,9,0.53,8,0,0,1,0,0,"https://fbref.com/en/players/f874dd44/Hector-Bellerin"
2019,"Arsenal","Premier League","Petr Čech","CZE","GK","36",1982,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/71672fa0/Petr-Cech"
2019,"Arsenal","Premier League","Mohamed Elneny","EGY","MF","26",1992,4.2,9,2.13,8,0,0,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/47a34c4f/Mohamed-Elneny"
2019,"Arsenal","Premier League","Mattéo Guendouzi","FRA","MF","19",1999,23.9,60,2.51,52,0,5,1,0,2,1,0.04,1,0,0,0,0,0,"https://fbref.com/en/players/5ea8ef20/Matteo-Guendouzi"
2019,"Arsenal","Premier League","Rob Holding","ENG","DF","22",1995,9,3,0.33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d79a8c87/Rob-Holding"
2019,"Arsenal","Premier League","Alex Iwobi","NGA","FW,MF","22",1996,21.9,84,3.84,77,1,3,3,0,0,11,0.5,11,0,0,0,0,0,"https://fbref.com/en/players/6ca5ec4b/Alex-Iwobi"
2019,"Arsenal","Premier League","Carl Jenkinson","ENG","DF","26",1992,1.8,2,1.08,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/874125a3/Carl-Jenkinson"
2019,"Arsenal","Premier League","Sead Kolašinac","BIH","DF,MF","25",1993,21,49,2.34,42,1,4,0,1,1,10,0.48,9,0,0,0,1,0,"https://fbref.com/en/players/3935e52e/Sead-Kolasinac"
2019,"Arsenal","Premier League","Laurent Koscielny","FRA","DF","32",1985,14.8,9,0.61,8,1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/f5efb153/Laurent-Koscielny"
2019,"Arsenal","Premier League","Alexandre Lacazette","FRA","FW","27",1991,27.8,84,3.02,55,0,16,6,5,2,15,0.54,10,0,3,1,1,0,"https://fbref.com/en/players/9dbb75ca/Alexandre-Lacazette"
2019,"Arsenal","Premier League","Bernd Leno","GER","GK","26",1992,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/2628fd2b/Bernd-Leno"
2019,"Arsenal","Premier League","Stephan Lichtsteiner","SUI","DF","34",1984,10.4,7,0.67,4,1,0,0,1,1,1,0.1,1,0,0,0,0,0,"https://fbref.com/en/players/99b1d0e6/Stephan-Lichtsteiner"
2019,"Arsenal","Premier League","Ainsley Maitland-Niles","ENG","DF","20",1997,11,19,1.73,16,1,1,1,0,0,2,0.18,2,0,0,0,0,0,"https://fbref.com/en/players/e3a5814e/Ainsley-Maitland-Niles"
2019,"Arsenal","Premier League","Konstantinos Mavropanos","GRE","DF","20",1997,1.6,2,1.22,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/00963611/Konstantinos-Mavropanos"
2019,"Arsenal","Premier League","Henrikh Mkhitaryan","ARM","FW,MF","29",1989,18.2,73,4,56,10,1,4,0,2,11,0.6,10,0,0,1,0,0,"https://fbref.com/en/players/dd0daf32/Henrikh-Mkhitaryan"
2019,"Arsenal","Premier League","Nacho Monreal","ESP","DF","32",1986,20.7,36,1.74,29,3,0,1,2,1,8,0.39,6,0,0,0,1,1,"https://fbref.com/en/players/d4cb83cc/Nacho-Monreal"
2019,"Arsenal","Premier League","Shkodran Mustafi","GER","DF","26",1992,29,12,0.41,10,0,0,2,0,0,1,0.03,1,0,0,0,0,0,"https://fbref.com/en/players/3f2d59fe/Shkodran-Mustafi"
2019,"Arsenal","Premier League","Eddie Nketiah","ENG","MF,FW","19",1999,0.7,5,6.72,2,0,2,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/a53649b7/Eddie-Nketiah"
2019,"Arsenal","Premier League","Mesut Özil","GER","MF,FW","29",1988,19.3,84,4.36,68,13,2,1,0,0,9,0.47,8,0,0,1,0,0,"https://fbref.com/en/players/16380240/Mesut-Ozil"
2019,"Arsenal","Premier League","Sokratis Papastathopoulos","GRE","DF","30",1988,24.4,13,0.53,11,0,1,0,1,0,2,0.08,2,0,0,0,0,0,"https://fbref.com/en/players/b682dcf6/Sokratis-Papastathopoulos"
2019,"Arsenal","Premier League","Aaron Ramsey","WAL","MF","27",1990,14.8,48,3.25,41,0,3,3,0,1,10,0.68,9,0,1,0,0,0,"https://fbref.com/en/players/ef619b0b/Aaron-Ramsey"
2019,"Arsenal","Premier League","Bukayo Saka","ENG","FW","16",2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/bc7dc64d/Bukayo-Saka"
2019,"Arsenal","Premier League","Denis Suárez","ESP","MF,FW","24",1994,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/12c50af5/Denis-Suarez"
2019,"Arsenal","Premier League","Lucas Torreira","URU","MF","22",1996,26.5,49,1.85,31,7,2,1,7,1,9,0.34,5,2,0,0,2,0,"https://fbref.com/en/players/52611641/Lucas-Torreira"
2019,"Arsenal","Premier League","Danny Welbeck","ENG","FW,MF","27",1990,1.7,6,3.53,6,0,0,0,0,0,1,0.59,1,0,0,0,0,0,"https://fbref.com/en/players/ce5143da/Danny-Welbeck"
2019,"Arsenal","Premier League","Joe Willock","ENG","MF,FW","18",1999,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/a3b03921/Joe-Willock"
2019,"Arsenal","Premier League","Granit Xhaka","SUI","MF,DF","25",1992,27.8,80,2.88,60,20,0,0,0,0,5,0.18,1,4,0,0,0,0,"https://fbref.com/en/players/e61b8aee/Granit-Xhaka"
2019,"Atalanta","Serie A","Ali Adnan Kadhim","IRQ","DF","24",1993,1.8,8,4.34,4,2,1,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/06050480/Ali-Adnan-Kadhim"
2019,"Atalanta","Serie A","Musa Barrow","GAM","FW","19",1998,6.7,33,4.94,25,2,1,4,1,0,3,0.45,3,0,0,0,0,0,"https://fbref.com/en/players/e5bf73f3/Musa-Barrow"
2019,"Atalanta","Serie A","Etrit Berisha","ALB","GK","29",1989,18,1,0.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/ee833569/Etrit-Berisha"
2019,"Atalanta","Serie A","Timothy Castagne","BEL","DF","22",1995,22.3,50,2.24,42,1,4,2,1,0,6,0.27,5,0,0,1,0,0,"https://fbref.com/en/players/197640fd/Timothy-Castagne"
2019,"Atalanta","Serie A","Berat Djimsiti","ALB","DF","25",1993,20.1,16,0.8,13,0,0,2,0,1,6,0.3,4,0,0,2,0,0,"https://fbref.com/en/players/6eee05f1/Berat-Djimsiti"
2019,"Atalanta","Serie A","Remo Freuler","SUI","MF","26",1992,33.6,116,3.46,102,2,2,7,2,1,16,0.48,11,1,0,2,2,0,"https://fbref.com/en/players/98d2c2c4/Remo-Freuler"
2019,"Atalanta","Serie A","Pierluigi Gollini","ITA","GK","23",1995,20,2,0.1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/f0f7f62f/Pierluigi-Gollini"
2019,"Atalanta","Serie A","Papu Gómez","ARG","MF,FW","30",1988,32.2,225,6.98,136,65,9,9,5,1,24,0.74,17,4,3,0,0,0,"https://fbref.com/en/players/6e4df551/Papu-Gomez"
2019,"Atalanta","Serie A","Robin Gosens","GER","DF,MF","24",1994,21.6,51,2.36,39,3,3,3,1,2,6,0.28,4,0,0,0,0,2,"https://fbref.com/en/players/2d970560/Robin-Gosens"
2019,"Atalanta","Serie A","Hans Hateboer","NED","DF","24",1994,33,80,2.42,72,3,2,2,0,1,9,0.27,7,1,0,0,0,1,"https://fbref.com/en/players/3b333ac3/Hans-Hateboer"
2019,"Atalanta","Serie A","Roger Ibanez","BRA","DF,FW","19",1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/82efe6fa/Roger-Ibanez"
2019,"Atalanta","Serie A","Josip Iličić","SVN","FW,MF","30",1988,23.8,168,7.05,117,8,24,9,10,0,22,0.92,16,2,3,1,0,0,"https://fbref.com/en/players/68252d6d/Josip-Ilicic"
2019,"Atalanta","Serie A","Dejan Kulusevski","SWE","MF","18",2000,1.2,1,0.86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/df3cda47/Dejan-Kulusevski"
2019,"Atalanta","Serie A","José Luis Palomino","ARG","DF","28",1990,25.1,20,0.8,16,0,0,1,0,3,2,0.08,2,0,0,0,0,0,"https://fbref.com/en/players/921f6058/Jose-Luis-Palomino"
2019,"Atalanta","Serie A","Gianluca Mancini","ITA","DF","22",1996,25,26,1.04,19,0,1,6,0,0,2,0.08,1,0,0,1,0,0,"https://fbref.com/en/players/5aa53281/Gianluca-Mancini"
2019,"Atalanta","Serie A","Andrea Masiello","ITA","DF","32",1986,20.4,17,0.83,14,1,0,0,2,0,2,0.1,1,0,0,0,1,0,"https://fbref.com/en/players/e0314d87/Andrea-Masiello"
2019,"Atalanta","Serie A","Mario Pašalić","CRO","MF","23",1995,18,43,2.39,38,0,2,1,1,1,5,0.28,4,0,1,0,0,0,"https://fbref.com/en/players/e599253a/Mario-Pasalic"
2019,"Atalanta","Serie A","Matteo Pessina","ITA","MF,FW","21",1997,2.6,4,1.53,4,0,0,0,0,0,2,0.77,2,0,0,0,0,0,"https://fbref.com/en/players/780e3631/Matteo-Pessina"
2019,"Atalanta","Serie A","Roberto Piccoli","ITA","FW,MF","17",2001,0.5,2,3.75,0,0,0,1,0,1,1,1.87,0,0,0,0,0,1,"https://fbref.com/en/players/1cadaf34/Roberto-Piccoli"
2019,"Atalanta","Serie A","Arkadiusz Reca","POL","DF","23",1995,0.5,2,3.75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/6213fd82/Arkadiusz-Reca"
2019,"Atalanta","Serie A","Emiliano Rigoni","ARG","FW,MF","25",1993,5.8,25,4.32,18,2,2,3,0,0,3,0.52,2,0,0,1,0,0,"https://fbref.com/en/players/a1216563/Emiliano-Rigoni"
2019,"Atalanta","Serie A","Marten de Roon","NED","MF","27",1991,33.1,89,2.69,82,0,1,2,1,3,8,0.24,8,0,0,0,0,0,"https://fbref.com/en/players/2a1beb34/Marten-de-Roon"
2019,"Atalanta","Serie A","Francesco Rossi","ITA","GK","27",1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7b5f516f/Francesco-Rossi"
